gene,n_complete,protein_coverage,spearman_rho,spearman_p,rna_to_protein_slope,rna_to_protein_intercept,n_high_rna,n_high_rna_unexpected_low_protein,fraction_high_rna_unexpected_low_protein,median_residual_z_among_high_rna,n_low_rna,n_low_rna_unexpected_high_protein,spearman_fdr,protein_detected,detected_fraction,total_patients,triangulation_class
SF3A1,96,1.0,0.030222463374932177,0.7700524982588326,0.01360060943754849,-1.799949078673535e-14,16,2,0.125,-0.03146637859388257,13,0,0.8021480740245565,1.0,1.0,10.0,cross_assay_detected
SF3A2,96,1.0,0.12460661964188822,0.2264253914827606,0.11958323926578807,6.534703334004632e-15,16,2,0.125,-0.5740421394186208,15,3,0.275489751569801,1.0,1.0,12.0,cross_assay_detected
SFXN1,96,1.0,0.4673901247965274,1.5794094128612617e-06,0.4829262093408283,-6.827871601444713e-15,16,2,0.125,0.653707783392114,14,2,5.820351317462122e-06,1.0,1.0,12.0,cross_assay_detected
SIN3A,96,1.0,0.2034861638632664,0.04675768145371681,0.24931067899589168,4.8155923693116165e-15,16,2,0.125,-0.1662808778004929,15,5,0.06748698790801332,1.0,1.0,11.0,cross_assay_detected
SKP1,96,1.0,0.33507867607162234,0.000846565393284086,0.3611412896138546,6.952771691715043e-15,16,2,0.125,-0.05359525765633208,18,2,0.0017912051987754947,1.0,1.0,12.0,cross_assay_detected
SLC52A2,96,1.0,0.49287845903418337,3.3711149884141306e-07,0.5751666609722976,-2.393918396847994e-16,16,2,0.125,0.15868736601483996,14,3,1.424740778320225e-06,1.0,1.0,11.0,cross_assay_detected
SNX2,96,1.0,0.41458220293000536,2.6756245348133885e-05,0.41273699438306954,1.1646933417708283e-14,16,2,0.125,-0.5613337742000655,12,2,7.706911571680852e-05,1.0,1.0,12.0,cross_assay_detected
SNX8,96,1.0,0.5618285404232229,2.59023405723031e-09,0.6003368031188471,2.1788126858268697e-15,16,2,0.125,-0.20172302512548956,15,1,1.6589475927232276e-08,1.0,1.0,12.0,cross_assay_detected
SORBS1,96,1.0,0.5762615301139448,8.073407362837904e-10,0.2532955245024753,5.620504062164855e-16,8,1,0.125,0.6812701028875404,0,0,5.733070780776626e-09,1.0,0.75,12.0,cross_assay_detected
SP100,96,1.0,0.5061448724905047,1.4341058838672433e-07,0.5651062974840886,-1.1657341758564144e-15,16,2,0.125,-0.2452957974914176,14,1,6.56155259184407e-07,1.0,1.0,12.0,cross_assay_detected
SRRM1,96,1.0,0.045916983179598476,0.6568735751439164,0.04851728722519954,-1.6923528550760736e-14,16,2,0.125,0.5639755832015907,19,4,0.6997108680590861,1.0,1.0,12.0,cross_assay_detected
SSBP1,96,1.0,0.14290558871405318,0.16483832539670792,0.17697810493382005,-4.1728773214622095e-15,16,2,0.125,-0.07480948551948745,12,2,0.20766442812911018,1.0,1.0,10.0,cross_assay_detected
STAB1,96,1.0,0.4094411285946826,3.439189997788556e-05,0.36547813538982,9.077807949786632e-15,16,2,0.125,0.07728867164918399,10,2,9.708592401400562e-05,1.0,1.0,10.0,cross_assay_detected
STAMBP,96,1.0,0.47797069994574065,8.445551045834189e-07,0.44312558225472415,-8.756884106730922e-15,16,2,0.125,0.04890994222722252,14,2,3.283393178520801e-06,1.0,1.0,11.0,cross_assay_detected
SUCLG1,96,1.0,0.10430005425935973,0.311871748877389,0.07016751124470391,9.83414738531252e-15,16,2,0.125,-0.015014066534900339,13,3,0.3659882412245158,1.0,1.0,12.0,cross_assay_detected
SULT1B1,96,1.0,0.8407623440043407,8.684318035177302e-27,0.8032172687542969,2.6575963651964685e-15,16,2,0.125,0.16924299660030528,0,0,2.405556095744113e-24,1.0,0.9,10.0,cross_assay_detected
SYNE2,96,1.0,0.43718122626153016,8.443120666443507e-06,0.4302350480522791,1.6485077192207598e-14,16,2,0.125,-0.049960351205360395,16,3,2.6817900712143543e-05,1.0,0.5454545454545454,11.0,cross_assay_detected
SYNRG,96,1.0,0.07247693977211069,0.48283667239062256,0.0874195445599032,1.5917822615563182e-14,16,2,0.125,-0.23341624459728383,17,4,0.5359656366760492,1.0,1.0,12.0,cross_assay_detected
TARS2,96,1.0,0.4449538795442214,5.568954910373785e-06,0.5361953408189202,-4.163336342344337e-16,16,2,0.125,-0.09095603351654882,13,2,1.8337004578585897e-05,1.0,1.0,11.0,cross_assay_detected
TCIRG1,96,1.0,0.4994845360824742,2.2125758050262066e-07,0.4479691806909867,-3.2751579226442118e-15,16,2,0.125,-0.3679223804049239,14,0,9.677107863035673e-07,1.0,1.0,12.0,cross_assay_detected
TMEM30A,96,1.0,0.07358925664677157,0.4761264899320916,0.16138554118383186,4.510281037539698e-16,16,2,0.125,0.8085593042534248,18,2,0.5294896127582043,1.0,0.7272727272727273,11.0,cross_assay_detected
TPBG,79,0.8229166666666666,0.30963972736124634,0.005488557177365088,0.2746791522293637,-5.398459457239824e-15,8,1,0.125,-0.2396028194644518,1,0,0.009756479767705729,1.0,1.0,12.0,cross_assay_detected
TPM4,96,1.0,0.48693705914270213,4.886517635871518e-07,0.4534333315747884,-9.228728892196614e-16,16,2,0.125,-0.09354626074438468,13,2,1.9966545324691983e-06,1.0,1.0,10.0,cross_assay_detected
TRIM56,96,1.0,0.04925393380358112,0.6336784884406582,0.16573445555456462,3.0406233086921475e-14,16,2,0.125,0.003968844211081215,15,3,0.6780451619432635,1.0,0.9090909090909092,11.0,cross_assay_detected
TXNRD2,96,1.0,0.29148128052088984,0.003959675858351724,0.23707522218683863,1.3183898417423734e-16,16,2,0.125,-0.12783464948908346,15,0,0.00725376828501578,1.0,1.0,11.0,cross_assay_detected
USP24,96,1.0,0.30341833966359194,0.0026547664394426383,0.32531392500316086,3.064215547965432e-14,16,2,0.125,0.12936585843074533,16,4,0.005042539225547046,1.0,1.0,11.0,cross_assay_detected
UXS1,93,0.96875,0.3268329802154516,0.0013861028657241776,0.36462394931975756,1.4450246554886803e-15,16,2,0.125,-0.5825690654813054,15,2,0.0027923672276770704,1.0,0.9166666666666666,12.0,cross_assay_detected
VTI1B,96,1.0,0.3885512750949539,9.152997881320132e-05,0.37273651893171356,-1.404432126150823e-14,16,2,0.125,-0.40101694461200665,17,2,0.00023557541585372138,1.0,0.5833333333333334,12.0,cross_assay_detected
WLS,91,0.9479166666666666,0.6035037426341775,2.424520647910716e-10,0.6790881611017848,-1.0533240946131173e-14,8,1,0.125,-0.2669341429368821,1,0,1.9097409084491044e-09,1.0,1.0,11.0,cross_assay_detected
YTHDC1,96,1.0,0.24034183396635922,0.018339235754268508,0.23848641519216948,9.110767695830191e-15,16,2,0.125,-0.15153782860007997,16,3,0.029111566211646858,1.0,1.0,12.0,cross_assay_detected
ZFP36L2,96,1.0,0.11287303309820944,0.2735421644474303,0.11360671361457046,1.3322676295501878e-15,16,2,0.125,0.2600551530485902,13,2,0.32566409549543635,1.0,0.8888888888888888,9.0,cross_assay_detected
ZNF638,96,1.0,0.3012886597938144,0.0028545170431815486,0.28331279836849776,1.032398992684147e-14,8,1,0.125,-0.5122490704187468,10,2,0.005380444939912373,1.0,0.9166666666666666,12.0,cross_assay_detected
AARS2,96,1.0,0.4140667390124797,2.744337523958856e-05,0.45404803022179907,2.706168622523819e-15,17,2,0.11764705882352941,0.4875314396157814,15,2,7.894571985840967e-05,1.0,1.0,12.0,cross_assay_detected
ABCD3,96,1.0,0.4598345089527944,2.4386182263822428e-06,0.4702351175785476,1.264266469291897e-14,17,2,0.11764705882352941,-0.006154617056957408,12,2,8.627958472053831e-06,1.0,1.0,11.0,cross_assay_detected
ABCF1,96,1.0,0.40891209983722193,3.5283768061178596e-05,0.46095193325545014,6.450569245419757e-15,17,2,0.11764705882352941,-0.23148302871751328,12,0,9.947688298164347e-05,1.0,1.0,8.0,cross_assay_detected
ABL1,90,0.9375,0.038333950693501255,0.7198074334254705,0.053315133747870856,5.995204332975845e-15,17,2,0.11764705882352941,-0.15248634157077184,13,2,0.7571645280716025,1.0,0.75,12.0,cross_assay_detected
ADPGK,96,1.0,0.37790287574606624,0.00014708160144541409,0.3290309071903297,6.224187831804784e-15,17,2,0.11764705882352941,0.04148587065414963,19,3,0.00036094443942750565,1.0,1.0,12.0,cross_assay_detected
ATP2A2,96,1.0,0.1479652740097667,0.15023585319306126,0.21158002393789901,1.404432126150823e-14,17,2,0.11764705882352941,-0.11497253313032946,16,2,0.19112042904884086,1.0,0.6363636363636364,11.0,cross_assay_detected
BCAP31,96,1.0,0.6630086814975583,1.8502576427375902e-13,0.6441707719813209,-6.033368249447335e-15,17,2,0.11764705882352941,0.11222201489466063,9,2,2.6452715718106454e-12,1.0,1.0,12.0,cross_assay_detected
BLOC1S3,96,1.0,-0.05577862181226262,0.5893500978421009,-0.10907492527533326,2.6298407895808396e-15,17,2,0.11764705882352941,0.19878696075163155,16,5,0.636658994223966,1.0,1.0,12.0,cross_assay_detected
BOD1L1,96,1.0,0.09076234400434076,0.37915540704620065,0.030236744435282334,1.1921019726912618e-14,17,2,0.11764705882352941,-0.04045498022673796,17,1,0.4339919328586677,1.0,1.0,12.0,cross_assay_detected
C9,96,1.0,-0.2820026297789568,0.005376121047666158,-0.3041373037905998,-1.3877787807814457e-17,17,2,0.11764705882352941,-0.0684291143117883,22,2,0.009574190389736033,1.0,1.0,11.0,cross_assay_detected
CHCHD10,96,1.0,0.335485621269669,0.0008335467464904045,0.22397418317495002,-3.1927585575353135e-15,17,2,0.11764705882352941,0.6158313924058053,14,0,0.0017659078300408572,1.0,0.6363636363636364,11.0,cross_assay_detected
CLMN,96,1.0,0.6285539880629408,7.063213774177383e-12,0.7061844874329469,4.579669976578771e-16,17,2,0.11764705882352941,0.08132279199175879,17,5,7.2487220828712e-11,1.0,0.9166666666666666,12.0,cross_assay_detected
CMPK1,96,1.0,0.5784319045035269,6.741953812009091e-10,0.5792916295608659,1.3877787807814457e-14,17,2,0.11764705882352941,-0.15589778705945603,16,2,4.861226566403084e-09,1.0,0.9166666666666666,12.0,cross_assay_detected
CORO1B,96,1.0,0.40811177428106354,3.667415987628853e-05,0.4160721205715663,-3.7192471324942744e-15,17,2,0.11764705882352941,0.09134178153877766,16,4,0.00010287333960234859,1.0,0.9166666666666666,12.0,cross_assay_detected
CPSF6,96,1.0,0.13475311991318503,0.19053795427050793,0.1398603203497383,3.406996906818449e-15,17,2,0.11764705882352941,0.6880527806560046,13,4,0.23619174342538443,1.0,1.0,12.0,cross_assay_detected
CTCF,96,1.0,0.25691806836679326,0.011508569512305377,0.24171637912833543,-1.1666015375944028e-14,17,2,0.11764705882352941,0.19475042957348768,16,2,0.019112907848565112,1.0,1.0,11.0,cross_assay_detected
CTSA,96,1.0,0.5845496473141616,4.027626726265001e-10,0.5890107878992064,-2.732189474663471e-15,17,2,0.11764705882352941,-0.04979880202949577,9,1,3.0530972036727167e-09,1.0,1.0,12.0,cross_assay_detected
CYGB,96,1.0,0.6432989690721649,1.572537238997759e-12,0.6571666546823425,7.0013439490423934e-15,17,2,0.11764705882352941,-0.13086933672438267,11,1,1.834075011378439e-11,1.0,0.8333333333333334,12.0,cross_assay_detected
DHX16,96,1.0,0.36322571893651656,0.00027550512593296837,0.32973681119341286,-2.9559688030644793e-15,17,2,0.11764705882352941,-0.3030261970436734,16,3,0.0006417512533995704,1.0,1.0,10.0,cross_assay_detected
ELOF1,87,0.90625,0.17102865057957278,0.11322335890234078,0.14195768609535442,-3.3306690738754696e-15,17,2,0.11764705882352941,0.17530323348160531,12,2,0.14837305159998954,1.0,1.0,12.0,cross_assay_detected
FNBP1L,96,1.0,0.6423358654367879,1.7389729220650574e-12,0.6455688789900638,-5.564992910933597e-15,17,2,0.11764705882352941,-0.10457856856957963,11,1,2.0001197207419553e-11,1.0,1.0,12.0,cross_assay_detected
GIT2,96,1.0,0.3031199131850244,0.0026819777296482107,0.29077808890202417,-7.960646031257568e-15,17,2,0.11764705882352941,0.39903750071839517,18,4,0.005092770050471666,1.0,0.9166666666666666,12.0,cross_assay_detected
GNAS,96,1.0,0.4459305480195334,5.281397080395414e-06,0.4385631004366094,-3.1155633628543455e-15,17,2,0.11764705882352941,-0.10339020239893115,15,0,1.7450659935620633e-05,1.0,1.0,12.0,cross_assay_detected
HCK,96,1.0,0.4951980466630494,2.910705133429462e-07,0.4494568373022039,1.4918621893400541e-15,17,2,0.11764705882352941,0.08554811729452881,17,2,1.2435968976246185e-06,1.0,0.75,12.0,cross_assay_detected
IL18,96,1.0,0.662561041779707,1.9458675019815527e-13,0.6803980861765945,-5.440092820663267e-15,17,2,0.11764705882352941,-0.10688983572411698,13,0,2.7641297335840516e-12,1.0,1.0,12.0,cross_assay_detected
IMPACT,90,0.9375,0.6956002798699427,2.7725456117077788e-14,0.5792788753378998,-1.3308798507694064e-14,17,2,0.11764705882352941,0.1453213736095075,11,2,4.812502147946035e-13,1.0,1.0,10.0,cross_assay_detected
INPPL1,96,1.0,0.2441942485078676,0.016499204405160207,0.26218899282424774,2.2620794126737565e-15,17,2,0.11764705882352941,0.4887692671756289,21,3,0.026456032533889305,1.0,1.0,12.0,cross_assay_detected
KIF3B,93,0.96875,0.2304765599355435,0.026243558501064364,0.26348166572560344,3.5610403514851896e-14,17,2,0.11764705882352941,0.23629445876234656,15,4,0.040088965283795006,1.0,0.6666666666666666,12.0,cross_assay_detected
LAMTOR1,96,1.0,0.13859196961475853,0.17809652297915085,0.1861408628058201,-6.036837696399289e-15,17,2,0.11764705882352941,-0.4180137042859252,15,3,0.22226125112922748,1.0,0.9166666666666666,12.0,cross_assay_detected
LAMTOR3,96,1.0,0.16627780792186653,0.1054183025173236,0.05922493588668913,4.0245584642661925e-15,17,2,0.11764705882352941,0.005696002677141997,15,1,0.13907935604984467,1.0,1.0,11.0,cross_assay_detected
LARP1,96,1.0,0.0853906673901248,0.4081198389256475,0.1122914470337994,-4.683753385137379e-15,17,2,0.11764705882352941,0.2788613644128131,16,2,0.4626054030993529,1.0,1.0,12.0,cross_assay_detected
LIN7C,96,1.0,-0.13738469886055343,0.18194332070323438,-0.1434940165605536,1.2500417367888872e-14,17,2,0.11764705882352941,0.03759622357879202,15,2,0.22659407943707421,1.0,1.0,12.0,cross_assay_detected
MAPRE1,96,1.0,0.6683396635919696,1.0086788621400937e-13,0.5975896772426252,-9.652001420334955e-15,17,2,0.11764705882352941,0.32845113985629454,16,2,1.5274936390677319e-12,1.0,1.0,12.0,cross_assay_detected
MICAL3,96,1.0,0.19820944112859468,0.05288472650764081,0.23100477572138148,-2.447694824603275e-15,17,2,0.11764705882352941,0.11641328595692874,18,3,0.07542966355348554,1.0,0.9090909090909092,11.0,cross_assay_detected
MINPP1,94,0.9791666666666666,0.3258678611422173,0.001350172997116412,0.3515348568928829,-1.3065937221057311e-14,17,2,0.11764705882352941,-0.13518167976469342,17,1,0.002730742344031003,1.0,1.0,11.0,cross_assay_detected
NARS2,96,1.0,0.25033912099837224,0.013894200576866403,0.23965595665587458,-3.2335245592207684e-15,17,2,0.11764705882352941,-0.3242172606633277,17,2,0.02266159112733264,1.0,1.0,12.0,cross_assay_detected
NPM1,96,1.0,0.19013836136733586,0.06352063946092847,0.2554837723612793,-4.093947403305265e-15,17,2,0.11764705882352941,0.037344195512152366,8,0,0.08858510827276116,1.0,1.0,12.0,cross_assay_detected
NRP1,96,1.0,0.5634970157352144,2.2701210674894117e-09,0.517101804082501,1.734723475976807e-15,17,2,0.11764705882352941,-0.11035639172834835,13,0,1.4694999860437788e-08,1.0,0.9090909090909092,11.0,cross_assay_detected
NUDCD3,96,1.0,0.5605398806294085,2.8666253699481874e-09,0.6043771183703102,-1.4682699500667695e-14,17,2,0.11764705882352941,0.20671649488944535,12,2,1.8236675080780432e-08,1.0,0.6,10.0,cross_assay_detected
OCLN,96,1.0,0.6516549104720565,6.47046635908156e-13,0.6356362310868606,6.310924005603624e-15,17,2,0.11764705882352941,0.09008410087037527,12,0,8.240547960761342e-12,1.0,1.0,10.0,cross_assay_detected
OPA3,96,1.0,0.11036353771025502,0.28441844216588613,0.11004136477849795,-1.107794411758789e-14,17,2,0.11764705882352941,-0.17710563241537425,17,0,0.337043458737756,1.0,0.5833333333333334,12.0,cross_assay_detected
PACS1,96,1.0,0.23598752034725992,0.02062922787028914,0.18600538568790898,-1.3308798507694064e-14,17,2,0.11764705882352941,-0.24715146108692163,17,2,0.03231458691839825,1.0,0.6666666666666666,12.0,cross_assay_detected
PLCB4,96,1.0,0.487316874660879,4.772913485990278e-07,0.40802042347157486,3.0461744238152733e-15,17,2,0.11764705882352941,-0.05310414272463647,5,0,1.9574539700717683e-06,1.0,0.7,10.0,cross_assay_detected
PREP,96,1.0,0.27683125339121,0.006325189291467697,0.19396181574139926,-1.9186041644303486e-15,17,2,0.11764705882352941,0.2540586535973467,14,1,0.011062840939141607,1.0,0.9166666666666666,12.0,cross_assay_detected
PRMT3,96,1.0,0.63415626695605,4.029296977972895e-12,0.6556486782276744,6.914607775243553e-15,17,2,0.11764705882352941,0.025556287966361623,11,0,4.3134889387381336e-11,1.0,1.0,12.0,cross_assay_detected
RAB18,96,1.0,0.3731416169289203,0.00018088550649750194,0.3363997191651716,-1.0229664337835231e-14,17,2,0.11764705882352941,-0.41186727449171884,15,2,0.0004350676002877688,1.0,0.5454545454545454,11.0,cross_assay_detected
RABGGTA,96,1.0,0.23243353228431904,0.022676126139387538,0.20598721304440493,-5.937091096530622e-15,17,2,0.11764705882352941,0.00862963721337007,18,4,0.03511551049956868,1.0,0.7272727272727273,11.0,cross_assay_detected
RPS21,96,1.0,-0.0259631036353771,0.801740337187425,0.0017731491411767733,1.3107570584480754e-14,17,2,0.11764705882352941,-0.04784669448248891,14,4,0.8306014900455044,1.0,1.0,11.0,cross_assay_detected
RSF1,96,1.0,0.39339392295170916,7.337136888499666e-05,0.4421813834080216,-1.1102230246251565e-15,17,2,0.11764705882352941,-0.11188236116547673,18,2,0.0001923394559729723,1.0,1.0,9.0,cross_assay_detected
RTF1,96,1.0,0.3905181768855128,8.370211500564537e-05,0.3354224299465244,-7.681355551625302e-15,17,2,0.11764705882352941,0.18632802230799753,18,2,0.00021710950470445975,1.0,1.0,12.0,cross_assay_detected
SCAF4,96,1.0,0.22916440586001088,0.024709879104581715,0.17467326946911205,-3.837208328860697e-15,17,2,0.11764705882352941,-0.09973276488528711,17,3,0.037937939096364726,1.0,1.0,11.0,cross_assay_detected
SCARF2,96,1.0,0.4549240368963646,3.2162995253689573e-06,0.3727723166759026,-3.681083216022785e-15,17,2,0.11764705882352941,-0.2400583064397803,6,0,1.1136437106590015e-05,1.0,1.0,11.0,cross_assay_detected
SDC2,96,1.0,0.4697368421052632,1.3771425259749355e-06,0.3043298714724281,3.2057689836051395e-15,17,2,0.11764705882352941,0.10684244109985935,15,0,5.1376226221556515e-06,1.0,1.0,11.0,cross_assay_detected
SHOC2,96,1.0,0.32809278350515464,0.0011010002870364044,0.2936132060750648,-1.3725132141928498e-14,17,2,0.11764705882352941,0.076701557907091,12,2,0.002271005246111702,1.0,0.75,12.0,cross_assay_detected
SIRT3,96,1.0,0.29446554530656543,0.0035885913816666214,0.25911402074306183,-7.806255641895632e-16,17,2,0.11764705882352941,-0.2030399044627829,16,2,0.006625091781538379,1.0,1.0,11.0,cross_assay_detected
SLC27A4,96,1.0,0.32730602278893106,0.001133637479946966,0.4590721205926541,1.0172418463127997e-14,17,2,0.11764705882352941,-0.2561993739763951,11,3,0.002328931386491789,1.0,1.0,10.0,cross_assay_detected
SLC30A1,92,0.9583333333333334,0.2468905568484811,0.017664994790359306,0.24491395048771786,-2.095545958979983e-15,17,2,0.11764705882352941,-0.07640955651079445,14,4,0.028142076531586065,1.0,0.6666666666666666,12.0,cross_assay_detected
SNRPA1,96,1.0,0.22220564297341291,0.02956105459342726,0.22273584978737582,2.736699755701011e-14,17,2,0.11764705882352941,0.10466046605000588,14,5,0.044593122518063175,1.0,1.0,12.0,cross_assay_detected
SPRYD7,96,1.0,0.39203743895822024,7.808687119024266e-05,0.40129818530068617,-1.3156142841808105e-14,17,2,0.11764705882352941,-0.2784893680325618,14,3,0.00020389690482039796,1.0,1.0,12.0,cross_assay_detected
SRPK1,96,1.0,0.6541237113402061,4.950828597404551e-13,0.678440891726172,-5.2735593669694936e-15,17,2,0.11764705882352941,-0.4943477250953958,16,4,6.517447230801079e-12,1.0,1.0,12.0,cross_assay_detected
SRPX2,92,0.9583333333333334,0.4733443274817749,1.8869822925658358e-06,0.4336355564570113,3.677613769070831e-15,17,2,0.11764705882352941,0.03895594069406245,18,1,6.817749065748738e-06,1.0,0.9166666666666666,12.0,cross_assay_detected
SRRM2,96,1.0,-0.0959034183396636,0.3526334092790149,-0.13520473930686816,-8.423817199343375e-15,17,2,0.11764705882352941,-0.10029683529211704,18,2,0.4070683981397623,1.0,1.0,11.0,cross_assay_detected
STK24,96,1.0,0.41483993488876825,2.6418747910954848e-05,0.44316484990030947,2.3477747523870107e-14,17,2,0.11764705882352941,0.11862781410511523,14,3,7.626219544595216e-05,1.0,1.0,12.0,cross_assay_detected
STRN4,96,1.0,0.011652197504069452,0.9102874124874967,-0.013142149064060561,-1.9984014443252818e-15,17,2,0.11764705882352941,0.014420329018363457,17,0,0.9254611895116804,1.0,1.0,11.0,cross_assay_detected
SYMPK,96,1.0,0.23723548562126967,0.0199490969967148,0.28309480626979566,8.729128531115293e-15,17,2,0.11764705882352941,-0.06447003811519285,15,3,0.031360037085400805,1.0,1.0,10.0,cross_assay_detected
TBCK,96,1.0,0.31588442756375473,0.0017175697459577393,0.2892760918045082,8.604228440844963e-15,17,2,0.11764705882352941,-0.09839216969168836,16,3,0.0033959367080030204,1.0,1.0,10.0,cross_assay_detected
TFRC,96,1.0,0.625732501356484,9.330977235929154e-12,0.6334558779570723,1.4693107841523556e-15,17,2,0.11764705882352941,0.010157019985198464,22,3,9.38293211721916e-11,1.0,1.0,10.0,cross_assay_detected
THEMIS2,96,1.0,0.5491996744438415,6.86874911146724e-09,0.5193817374844069,-6.9024647109117154e-15,17,2,0.11764705882352941,-0.11833071538524112,12,0,4.026758738362805e-08,1.0,1.0,12.0,cross_assay_detected
TMOD3,96,1.0,0.45618556701030927,2.9967523941811237e-06,0.4742303599133037,2.1094237467877974e-15,17,2,0.11764705882352941,0.2870116087352471,16,2,1.0452471099955987e-05,1.0,1.0,12.0,cross_assay_detected
TRIP12,96,1.0,0.3626559956592513,0.00028213082845775255,0.29037292941452253,-1.9290125052862095e-15,17,2,0.11764705882352941,-0.12888770309932232,13,1,0.0006558062054500486,1.0,0.7777777777777778,9.0,cross_assay_detected
TRPM4,96,1.0,0.37219207813347804,0.0001884329679641549,0.3308890754429775,-3.1710745140856034e-15,17,2,0.11764705882352941,-0.008484299089492699,19,4,0.0004517498633341874,1.0,0.5454545454545454,11.0,cross_assay_detected
UBLCP1,96,1.0,0.5159793814432989,7.431562063511346e-08,0.5390673222309633,6.071532165918825e-15,17,2,0.11764705882352941,0.173749873734691,14,2,3.5930926980526125e-07,1.0,0.5454545454545454,11.0,cross_assay_detected
UEVLD,96,1.0,0.39572707542051,6.587531662278055e-05,0.3974587343830125,-8.108097526715596e-15,17,2,0.11764705882352941,-0.010825603424925372,17,2,0.0001746168679857437,1.0,1.0,12.0,cross_assay_detected
UQCRC1,96,1.0,-0.03594682582745524,0.7280623315672011,-0.09813368410894882,-6.265821195228227e-15,17,2,0.11764705882352941,-0.11674835143969724,14,3,0.7643964592954443,1.0,1.0,11.0,cross_assay_detected
UQCRC2,96,1.0,0.09494031470428649,0.3575119093981711,0.02953564868730623,-1.597333376679444e-14,17,2,0.11764705882352941,-0.30416633347233524,11,2,0.4120560287238283,1.0,1.0,12.0,cross_assay_detected
VPS13C,96,1.0,0.40472056429734127,4.315305564017774e-05,0.49219503071722026,-1.3863910020006642e-14,17,2,0.11764705882352941,-0.14665681757994808,17,5,0.00011923587443719935,1.0,0.75,12.0,cross_assay_detected
VPS52,96,1.0,-0.03676071622354857,0.7221536007923242,-0.05614870456478298,-8.546982566137729e-15,17,2,0.11764705882352941,0.28703391352354873,17,2,0.7591519826165989,1.0,1.0,11.0,cross_assay_detected
WBP2,96,1.0,0.01865165491047206,0.8568621741537612,0.045559784015785254,-5.4496337997811395e-15,17,2,0.11764705882352941,-0.0018717939908138512,14,4,0.8793485232748077,1.0,1.0,12.0,cross_assay_detected
AAMDC,96,1.0,0.4599294628323386,2.425497524429922e-06,0.4742038750214965,-1.4949846915968124e-14,9,1,0.1111111111111111,-0.15062324955895043,14,3,8.595259884013925e-06,1.0,0.75,12.0,cross_assay_detected
ABCB1,96,1.0,0.7819180683667932,5.309799202839276e-21,0.8071612188092258,8.125444761475364e-15,9,1,0.1111111111111111,0.15280141588972357,0,0,3.6770359479661986e-19,1.0,0.8333333333333334,12.0,cross_assay_detected
ACADS,96,1.0,0.31611502984264783,0.0017034908421657603,0.418875962264288,-5.204170427930421e-17,9,1,0.1111111111111111,-0.4174822150428091,6,1,0.0033734903541012737,1.0,1.0,11.0,cross_assay_detected
ACTR1A,96,1.0,0.4123982637004883,2.9782381648750662e-05,0.42359730705777005,1.2739809207573671e-14,18,2,0.1111111111111111,-0.25957848805043704,15,2,8.519504010365508e-05,1.0,0.8333333333333334,12.0,cross_assay_detected
ATP13A1,96,1.0,-0.046242539338035814,0.6545958021794804,-0.024104373460022185,4.888450755302642e-15,18,2,0.1111111111111111,0.4397516005273911,15,4,0.6977317448916444,1.0,1.0,12.0,cross_assay_detected
ATP6AP1,96,1.0,0.3072436245252306,0.0023272983946205457,0.3150675000416034,9.963384284272792e-15,18,2,0.1111111111111111,-0.15291971639453242,13,1,0.004472934295298465,1.0,1.0,11.0,cross_assay_detected
BCLAF1,96,1.0,0.12453879544221377,0.22668024124886482,0.14083358689613934,-1.7867651802561113e-15,9,1,0.1111111111111111,0.1276298024453163,13,1,0.2756989103224393,1.0,1.0,12.0,cross_assay_detected
BLOC1S2,90,0.9375,0.2872535703996378,0.006048447692135709,0.20929536262303966,2.2967738821932926e-15,9,1,0.1111111111111111,-0.0494970352277352,0,0,0.010654499273269263,1.0,1.0,12.0,cross_assay_detected
CAMKK2,96,1.0,0.46006511123168753,2.406869272291265e-06,0.4459238784282569,1.6237011735142914e-15,9,1,0.1111111111111111,-0.18716624729720624,13,2,8.533795691835909e-06,1.0,1.0,12.0,cross_assay_detected
CEBPB,86,0.8958333333333334,0.387763573753479,0.00022533044635889796,0.4020533100045667,7.42114703022878e-15,18,2,0.1111111111111111,-0.07073060464723373,13,0,0.000532594095952227,1.0,1.0,12.0,cross_assay_detected
CFAP20,96,1.0,0.1767634291915355,0.08491970069016154,0.1505800109308099,-6.564193633096238e-15,18,2,0.1111111111111111,0.06078740239955461,18,2,0.11467523261998658,1.0,0.8181818181818182,11.0,cross_assay_detected
CNOT11,96,1.0,0.08258274552360283,0.4237625823692225,0.0962513468035297,1.827704654289164e-14,18,2,0.1111111111111111,0.003549600804636701,14,3,0.4776489738200392,1.0,1.0,12.0,cross_assay_detected
CTSC,96,1.0,0.42992403689636466,1.2339160225216465e-05,0.44577866962272994,-5.162537064506978e-15,9,1,0.1111111111111111,0.3370858291976332,11,1,3.781961142334673e-05,1.0,0.5833333333333334,12.0,cross_assay_detected
DAP,96,1.0,0.4858247422680413,5.234157019614637e-07,0.511759833156191,2.588207426157396e-15,18,2,0.1111111111111111,-0.014378233989691756,13,1,2.1295395267073506e-06,1.0,0.8181818181818182,11.0,cross_assay_detected
DAZAP1,96,1.0,0.011516549104720563,0.9113275302043322,0.008277174044077698,3.816391647148976e-15,9,1,0.1111111111111111,-0.0484668667052294,11,1,0.926235349457025,1.0,1.0,11.0,cross_assay_detected
