gene,n_complete,protein_coverage,spearman_rho,spearman_p,rna_to_protein_slope,rna_to_protein_intercept,n_high_rna,n_high_rna_unexpected_low_protein,fraction_high_rna_unexpected_low_protein,median_residual_z_among_high_rna,n_low_rna,n_low_rna_unexpected_high_protein,spearman_fdr,protein_detected,detected_fraction,total_patients,triangulation_class
DCP1A,96,1.0,0.18133478024959304,0.0770397750693489,0.15991316744909592,-4.565792188770956e-15,18,2,0.1111111111111111,0.1476803494679817,12,1,0.10514482132232221,1.0,0.9166666666666666,12.0,cross_assay_detected
DOCK6,96,1.0,0.42074064026044494,1.9699442133544297e-05,0.40701112064801,-7.452372052796363e-15,18,2,0.1111111111111111,-0.3187126942681303,18,5,5.802476353735157e-05,1.0,1.0,12.0,cross_assay_detected
DTNBP1,96,1.0,0.2606890938686923,0.010309219452572202,0.21685460026418424,-1.1213252548714081e-14,18,2,0.1111111111111111,-0.38073855948320795,13,1,0.01730262330742237,1.0,0.8333333333333334,12.0,cross_assay_detected
EGLN1,91,0.9479166666666666,0.5767797419971333,2.1823631412120217e-09,0.6042325705086168,1.5980272660698347e-14,9,1,0.1111111111111111,0.428962313543209,8,2,1.4182160471923285e-08,1.0,1.0,12.0,cross_assay_detected
ESAM,79,0.8229166666666666,0.2872444011684518,0.010266352761793232,0.24627110310247666,4.135580766728708e-15,9,1,0.1111111111111111,0.4729196701305444,7,1,0.01723502857585894,1.0,1.0,11.0,cross_assay_detected
FAM91A1,96,1.0,0.3120998372219208,0.001964177864232406,0.283605910950825,-2.886579864025407e-15,18,2,0.1111111111111111,0.21586692366960586,12,1,0.0038349058565101423,1.0,0.9166666666666666,12.0,cross_assay_detected
FBL,96,1.0,0.12056429734129137,0.24196733230721362,0.01973792060125051,1.734723475976807e-18,9,1,0.1111111111111111,0.20516411430141962,2,0,0.29263213119489834,1.0,0.8181818181818182,11.0,cross_assay_detected
FKBP5,96,1.0,0.3616386326641346,0.0002943290171780452,0.20344905143324238,-1.0318135235110049e-14,9,1,0.1111111111111111,0.02087519084233996,3,0,0.0006822521988143809,1.0,1.0,11.0,cross_assay_detected
FLNC,96,1.0,0.238049376017363,0.019515985479695543,0.09720733145793536,-7.28583859910259e-16,9,1,0.1111111111111111,0.5798784599933973,0,0,0.030766486001663738,1.0,0.9090909090909092,11.0,cross_assay_detected
GDPD3,96,1.0,0.7194655453065654,1.4857171362629476e-16,0.8060439799169746,-5.852957007945747e-15,9,1,0.1111111111111111,0.05242500124486462,4,0,4.150019967174822e-15,1.0,0.7272727272727273,11.0,cross_assay_detected
GPATCH4,92,0.9583333333333334,0.38587919794090897,0.00014536657706928205,0.41849497920637524,-2.0816681711721685e-16,9,1,0.1111111111111111,0.008659546208846994,8,2,0.0003571311915582362,1.0,1.0,12.0,cross_assay_detected
HACL1,90,0.9375,0.3223196279376055,0.0019471394683094302,0.34801952056749397,6.536438057480609e-15,9,1,0.1111111111111111,-0.1336245835579045,8,0,0.0038049921179662237,1.0,0.6666666666666666,12.0,cross_assay_detected
HERPUD1,78,0.8125,0.43294680003540764,7.526718085892081e-05,0.3806956815812429,-1.3877787807814457e-15,9,1,0.1111111111111111,0.14316452613719066,10,1,0.00019687593117537918,1.0,1.0,11.0,cross_assay_detected
HSPB8,96,1.0,0.7208627238198589,1.2184049864485345e-16,0.44017080642845763,-1.5243882545146192e-16,9,1,0.1111111111111111,0.5264991817314383,0,0,3.47637611584114e-15,1.0,0.75,12.0,cross_assay_detected
INPP4A,96,1.0,0.16467715680954967,0.1088616585394813,0.05932629687552727,-1.1787446019262404e-15,18,2,0.1111111111111111,0.07773631200361157,18,2,0.14322428378596314,1.0,0.8333333333333334,12.0,cross_assay_detected
LAMA3,96,1.0,0.7334237655995658,1.9372763620495293e-17,0.6461531298808513,-2.393918396847994e-16,9,1,0.1111111111111111,-0.0012212821597903057,0,0,6.57092513005371e-16,1.0,0.8333333333333334,12.0,cross_assay_detected
LAMTOR2,96,1.0,0.20230602278893106,0.04807433107485314,0.1256791836410997,-9.686695889854491e-15,9,1,0.1111111111111111,0.2228259628401761,17,2,0.06913219835293612,1.0,1.0,12.0,cross_assay_detected
LANCL1,96,1.0,0.35100379815518173,0.0004543372307344063,0.3191648365972665,1.3877787807814457e-15,9,1,0.1111111111111111,-0.5764543192997109,11,4,0.0010118706565903964,1.0,0.8333333333333334,12.0,cross_assay_detected
LGALS3BP,96,1.0,0.16721378187737385,0.1034445714313467,0.07620100449252279,-6.702971511174383e-15,9,1,0.1111111111111111,-0.15832414838916,10,1,0.13674677090387607,1.0,1.0,12.0,cross_assay_detected
LGALS8,96,1.0,0.5011801410743353,1.983056123933546e-07,0.4858384304404749,4.128641872824801e-15,9,1,0.1111111111111111,0.13340352763096408,9,1,8.765529994621153e-07,1.0,1.0,12.0,cross_assay_detected
MATN2,96,1.0,0.49206456863809006,3.5484576335440744e-07,0.4708176345614608,-7.813194535799539e-15,9,1,0.1111111111111111,0.11799147944814843,1,0,1.4958875299810402e-06,1.0,1.0,12.0,cross_assay_detected
MFAP1,96,1.0,-0.009983722192078133,0.9230908355499765,0.15168394504747737,-1.0186296250935811e-14,9,1,0.1111111111111111,-0.11975330739171573,12,2,0.936044520246529,1.0,1.0,11.0,cross_assay_detected
MGAT1,96,1.0,0.35969886055344547,0.00031894364330012126,0.3038437647162968,-5.221517662690189e-15,18,2,0.1111111111111111,0.022567283373938908,13,0,0.0007345999907720579,1.0,0.9166666666666666,12.0,cross_assay_detected
MRPL22,96,1.0,-0.20439500813890396,0.04576418263805364,-0.1669169890859275,8.885253643953206e-15,9,1,0.1111111111111111,0.11437330348497998,12,1,0.0661535738590521,1.0,1.0,12.0,cross_assay_detected
MSRB3,96,1.0,0.5774552360282149,7.312712950850176e-10,0.3806849692102958,9.030970415935258e-15,9,1,0.1111111111111111,0.5811706553524755,4,0,5.227410290027094e-09,1.0,0.5454545454545454,11.0,cross_assay_detected
MST1R,82,0.8541666666666666,0.08943089430894309,0.4242895224795634,0.09306961322273835,2.19225679276569e-15,9,1,0.1111111111111111,0.39502227647737226,13,1,0.4781618486937002,1.0,0.9090909090909092,11.0,cross_assay_detected
MTM1,96,1.0,0.6316739012479653,5.174316342545653e-12,0.6255801189203183,-4.8433479449272454e-15,9,1,0.1111111111111111,-0.3767248900296998,9,0,5.425686915653549e-11,1.0,0.75,12.0,cross_assay_detected
MYO1D,96,1.0,0.5387547476939772,1.4932967526080747e-08,0.4949019864188161,-2.806782584130474e-15,9,1,0.1111111111111111,-0.050930337728004656,10,2,8.218076830578213e-08,1.0,0.75,12.0,cross_assay_detected
MYOF,96,1.0,0.4694519804666305,1.4003188206904418e-06,0.588638622262054,1.932481952238163e-15,9,1,0.1111111111111111,-0.35417768953799195,0,0,5.209468114129859e-06,1.0,1.0,11.0,cross_assay_detected
NEMF,96,1.0,0.6742674986435161,5.062415643008229e-14,0.6228508920606439,2.3869795029440866e-14,9,1,0.1111111111111111,-0.260756833876557,13,0,8.228591490151273e-13,1.0,1.0,12.0,cross_assay_detected
NF1,96,1.0,0.13296256104177973,0.19655161908329344,0.18470553763518166,-3.400058012914542e-16,18,2,0.1111111111111111,0.2937712205087407,17,3,0.24274106700087958,1.0,1.0,10.0,cross_assay_detected
NT5DC2,95,0.9895833333333334,0.6415173572228443,2.4813806656324353e-12,0.64430095493615,5.995204332975845e-15,18,2,0.1111111111111111,0.06144358104909533,12,1,2.7631857060509934e-11,1.0,0.8888888888888888,9.0,cross_assay_detected
NUCB1,96,1.0,-0.10600922409115572,0.3039649233975379,-0.09725169865818092,9.75261538194161e-15,18,2,0.1111111111111111,0.09529231860059262,18,4,0.35727701745877505,1.0,1.0,11.0,cross_assay_detected
OSBPL3,96,1.0,0.31507053716766137,0.0017681055402361861,0.44001115044216754,4.562322741819003e-15,9,1,0.1111111111111111,0.41719800303826815,12,3,0.003490013548542211,1.0,0.8181818181818182,11.0,cross_assay_detected
PCNP,96,1.0,0.2950488334237656,0.0035198087583356635,0.30101583751962546,-5.689893001203927e-16,18,2,0.1111111111111111,0.4184138560975157,17,3,0.006508953720560638,1.0,1.0,12.0,cross_assay_detected
PDE12,96,1.0,0.3128459034183397,0.0019131716184399438,0.3544119039223864,-2.6298407895808396e-15,18,2,0.1111111111111111,-0.24492753834954167,12,2,0.003746322509392856,1.0,1.0,11.0,cross_assay_detected
PDXDC1,96,1.0,0.4313483450895279,1.1461531636720686e-05,0.5005643301387155,-1.1934897514720433e-15,18,2,0.1111111111111111,-0.12989850777150577,13,5,3.544012200972982e-05,1.0,0.7,10.0,cross_assay_detected
PIK3CA,79,0.8229166666666666,-0.20623174294060373,0.0682327620344996,-0.3039497541195393,-2.3592239273284576e-15,9,1,0.1111111111111111,0.40026257913295715,10,1,0.09450237541778193,1.0,1.0,12.0,cross_assay_detected
PKP2,96,1.0,0.6144194248507867,2.7718377860094884e-11,0.591267976972697,-8.569533971325427e-15,9,1,0.1111111111111111,-0.5456783935867577,6,0,2.5593302224154275e-10,1.0,1.0,11.0,cross_assay_detected
PLA2G4A,90,0.9375,0.8468946783553525,7.274100410076746e-26,0.6673208751168854,2.2794266474335245e-15,9,1,0.1111111111111111,0.9225780086109299,0,0,1.7270792687925077e-23,1.0,1.0,12.0,cross_assay_detected
PPP1R12A,96,1.0,0.4745387954422138,1.0370737531556183e-06,0.36293973437332777,4.9404924595819466e-15,9,1,0.1111111111111111,0.5156266937354858,16,0,3.9691803747717624e-06,1.0,1.0,10.0,cross_assay_detected
PRKDC,96,1.0,0.48440043407487793,5.713633062810694e-07,0.5379988455303638,-8.604228440844963e-16,9,1,0.1111111111111111,0.3929807785379669,2,0,2.3076690523429826e-06,1.0,1.0,10.0,cross_assay_detected
PSAP,96,1.0,0.31425664677156806,0.0018199824396028998,0.292528323135287,-4.912736883966318e-15,18,2,0.1111111111111111,0.5158736179937728,14,3,0.0035838990694549992,1.0,1.0,11.0,cross_assay_detected
PTCD3,96,1.0,0.20428648941942484,0.04588188158684963,0.1704129841892613,2.546574062733953e-15,18,2,0.1111111111111111,0.2647238704396422,13,2,0.06628047561698748,1.0,1.0,12.0,cross_assay_detected
RAD23B,96,1.0,0.1690857297883885,0.09958391358655906,0.2508003957475671,5.342948306008566e-16,9,1,0.1111111111111111,0.3107563555324704,10,3,0.13214248653162566,1.0,1.0,12.0,cross_assay_detected
RBBP6,96,1.0,0.21287303309820943,0.03731233787249779,0.28224162673542175,1.3211653993039363e-14,18,2,0.1111111111111111,-0.6579810704671788,13,1,0.055073805989423914,1.0,1.0,12.0,cross_assay_detected
RPS26,96,1.0,0.10455778621812262,0.3106709853847517,0.11859353116922113,3.5180192092809648e-15,18,2,0.1111111111111111,0.3395412439616466,12,1,0.3646434870829501,1.0,0.5833333333333334,12.0,cross_assay_detected
SEMA4B,91,0.9479166666666666,0.39603440038222654,0.00010197599603178113,0.4277903805084344,1.388646142519434e-15,9,1,0.1111111111111111,-0.1705317493714886,1,1,0.0002593482867709567,1.0,1.0,11.0,cross_assay_detected
SERINC1,96,1.0,0.151098752034726,0.1416924833544474,0.003716897141397099,-1.3086753902769033e-14,9,1,0.1111111111111111,-0.042280773485666896,10,0,0.18125295927272778,1.0,0.7272727272727273,11.0,cross_assay_detected
SIRT5,96,1.0,0.5424036896364622,1.141896157353677e-08,0.5355369838028097,4.409667075933044e-15,18,2,0.1111111111111111,0.20932585275790225,16,0,6.406181986571515e-08,1.0,1.0,12.0,cross_assay_detected
SPTBN1,96,1.0,0.40538524145415084,4.180458467014798e-05,0.3399928807012931,3.642919299551295e-15,9,1,0.1111111111111111,-0.08995509234386577,12,1,0.00011570228096883587,1.0,1.0,12.0,cross_assay_detected
SRSF2,96,1.0,-0.06233043950081389,0.5463103778909082,-0.06458199220291044,-9.183626081821217e-15,18,2,0.1111111111111111,-0.16250513882874493,16,1,0.5966578681874551,1.0,1.0,12.0,cross_assay_detected
SRSF4,96,1.0,0.13724905046120456,0.18237930597862853,0.08514461538037237,3.733124920302089e-15,18,2,0.1111111111111111,0.11879117324929016,15,3,0.22709451697807126,1.0,0.9090909090909092,11.0,cross_assay_detected
SZRD1,92,0.9583333333333334,0.2674814666399519,0.009947086926614439,0.23093150233837245,-5.009881398621019e-15,18,2,0.1111111111111111,-0.010631254032967342,19,1,0.016728619754144393,1.0,1.0,12.0,cross_assay_detected
TOMM5,96,1.0,0.213781877373847,0.03648942087859041,0.05707553345257668,-7.674416657721395e-15,9,1,0.1111111111111111,0.13436733019724778,7,0,0.05396700111254039,1.0,1.0,10.0,cross_assay_detected
TRIM24,81,0.84375,0.2937895212285456,0.0077671200763283176,0.23700178126962326,4.510281037539698e-16,9,1,0.1111111111111111,-0.14322150765579647,9,2,0.01333914085957909,1.0,0.6666666666666666,12.0,cross_assay_detected
UBXN4,96,1.0,0.18311177428106348,0.07413961584101914,0.2794837591229593,-4.513750484491652e-15,9,1,0.1111111111111111,-0.3615846332490356,13,2,0.10183474506427588,1.0,1.0,11.0,cross_assay_detected
UGDH,96,1.0,0.7654096581660336,1.0801874508361828e-19,0.7203885073159658,-7.632783294297951e-17,9,1,0.1111111111111111,0.34110660945571275,2,0,5.481745170350338e-18,1.0,1.0,12.0,cross_assay_detected
USP9X,96,1.0,0.612072707542051,3.4554630954534616e-11,0.5760821606632601,2.1926904736346842e-14,18,2,0.1111111111111111,-0.15922267888603425,16,1,3.1425333322263494e-10,1.0,0.8888888888888888,9.0,cross_assay_detected
UTP3,96,1.0,0.08358654367878458,0.41813126012387025,0.12671969596882832,2.3592239273284576e-16,9,1,0.1111111111111111,-0.2432281851957602,13,1,0.472182201002801,1.0,1.0,12.0,cross_assay_detected
VDAC2,96,1.0,0.2832609875203473,0.005165257154327429,0.3598332834052315,1.113779207750909e-14,9,1,0.1111111111111111,0.042269920495299214,11,2,0.00922833366352291,1.0,1.0,11.0,cross_assay_detected
VPS28,96,1.0,0.1389989148128052,0.1768133684805144,0.1401808030264045,-1.9914625504213745e-15,18,2,0.1111111111111111,0.07869072906286458,11,1,0.22090871521489563,1.0,0.6666666666666666,12.0,cross_assay_detected
AP1G2,96,1.0,0.18379001627780792,0.07305610660350194,0.15361387536172103,-2.8171909249863347e-15,19,2,0.10526315789473684,-0.0008240190835534302,18,4,0.10054679095113818,1.0,1.0,12.0,cross_assay_detected
BIRC6,96,1.0,0.1612452523060228,0.11653900161240881,0.15727768005866483,-2.5174307083375425e-14,19,2,0.10526315789473684,0.022232988381945967,20,5,0.15212080948739323,1.0,1.0,12.0,cross_assay_detected
CC2D1A,96,1.0,0.31722734671730873,0.0016370365311871935,0.370547007727823,-6.036837696399289e-16,19,2,0.10526315789473684,0.2683291716673257,16,1,0.0032506030045795884,1.0,1.0,10.0,cross_assay_detected
DENR,96,1.0,0.2079625610417797,0.042031960537928396,0.26340137226784055,9.797718192317006e-15,19,2,0.10526315789473684,-0.08223233319291359,11,2,0.06130506223259061,1.0,0.9166666666666666,12.0,cross_assay_detected
FAF2,96,1.0,0.2896907216494845,0.004198439683871979,0.2883990512719136,-1.1976530878143876e-14,19,2,0.10526315789473684,0.17689912788911194,13,1,0.0076448170414628635,1.0,1.0,12.0,cross_assay_detected
LRSAM1,96,1.0,0.1661964188822572,0.10559131128452064,0.16279277194436034,-1.3253287356462806e-15,19,2,0.10526315789473684,-0.20451929839456418,16,2,0.13927996774196294,1.0,1.0,12.0,cross_assay_detected
NFKB1,96,1.0,0.32258545849158976,0.001348635092638623,0.3545804367959636,2.903927098785175e-15,19,2,0.10526315789473684,-0.10606644273663608,16,5,0.0027292925710385284,1.0,0.6363636363636364,11.0,cross_assay_detected
PANK4,96,1.0,0.288903960933261,0.004307354511988088,0.2493507733154937,1.0158540675320182e-14,19,2,0.10526315789473684,0.04015735625340873,16,1,0.007821713410460751,1.0,1.0,12.0,cross_assay_detected
PQBP1,96,1.0,0.10356755290287574,0.31530085712660116,0.06763681564008532,3.969047313034935e-15,19,2,0.10526315789473684,-0.12793071843358533,15,2,0.369230244526624,1.0,1.0,11.0,cross_assay_detected
SMG1,94,0.9791666666666666,0.15191272622186902,0.14384000468235433,0.1548773854945671,7.953707137353661e-16,19,2,0.10526315789473684,-0.14640839593394847,19,3,0.18375256555117056,1.0,1.0,10.0,cross_assay_detected
SRC,96,1.0,0.522083559413999,4.889757095439737e-08,0.5482133927317322,6.192962809237201e-15,19,2,0.10526315789473684,-0.30995765153122395,14,2,2.4570752207470424e-07,1.0,0.7,10.0,cross_assay_detected
URB1,91,0.9479166666666666,0.18631947762382542,0.07700679527088045,0.20927757710880232,3.18104917407247e-15,19,2,0.10526315789473684,-0.06822195713894166,14,3,0.10512139116238464,1.0,1.0,12.0,cross_assay_detected
ABI3BP,96,1.0,0.4221513836136734,1.834958666944804e-05,0.2534514609037796,-2.63504496000877e-15,10,1,0.1,-0.25594579553271424,0,0,5.4458951865397585e-05,1.0,0.75,12.0,cross_assay_detected
ACTR3,96,1.0,0.10803038524145414,0.29478535590927013,0.08674821902108418,1.4509227153070015e-14,10,1,0.1,-0.09348427420964303,17,3,0.3476553212852276,1.0,1.0,10.0,cross_assay_detected
AFTPH,96,1.0,0.1469886055344547,0.15297618054956658,0.1762752987638927,1.3641865415081611e-14,20,2,0.1,0.2199012107106682,13,1,0.194229497382261,1.0,1.0,11.0,cross_assay_detected
AKAP17A,94,0.9791666666666666,0.19709569049597225,0.056901321267528684,0.09588286936175403,8.645861804268407e-15,10,1,0.1,0.2673572100277204,14,2,0.08026309861797809,1.0,1.0,12.0,cross_assay_detected
AP2B1,96,1.0,0.1325963103635377,0.19779835379907718,0.140716599564891,3.747002708109903e-15,10,1,0.1,-0.38421592786065706,10,2,0.24412301089969965,1.0,1.0,10.0,cross_assay_detected
ASAP1,82,0.8541666666666666,0.27319032226466844,0.013017168637841742,0.3872433065336704,-2.3522850334245504e-15,10,1,0.1,-0.6204608672244876,8,0,0.021369158019367736,1.0,0.6666666666666666,12.0,cross_assay_detected
ATP6V1F,96,1.0,0.03270482908301682,0.7517538674978232,0.07716271045265993,-1.5057399771478686e-14,10,1,0.1,0.2763617467150462,12,0,0.7857955520637624,1.0,0.6666666666666666,9.0,cross_assay_detected
ATXN2L,96,1.0,0.02993760173629951,0.7721606350239878,0.07359701292679775,-6.890321646579878e-15,20,2,0.1,-0.15282099387044643,20,4,0.8040707208920773,1.0,0.9,10.0,cross_assay_detected
BABAM1,96,1.0,0.19868421052631577,0.05230771603347478,0.24128843581354836,-4.912736883966318e-15,10,1,0.1,-0.08721712714234386,12,0,0.07467075288609412,1.0,1.0,12.0,cross_assay_detected
BSG,96,1.0,0.2643244709712425,0.009258098450299382,0.27812036099343124,-1.5341894421538882e-14,10,1,0.1,0.023799796347367664,12,1,0.01565704362696268,1.0,0.8333333333333334,12.0,cross_assay_detected
CCDC127,87,0.90625,0.24546183567835528,0.021929916608556452,0.33785669297766696,1.491862189340054e-16,10,1,0.1,0.10631481231476957,9,1,0.03404719421150941,1.0,1.0,11.0,cross_assay_detected
CD74,96,1.0,0.6180819316332067,1.9577616442473206e-11,0.617982733331346,2.2794266474335245e-15,10,1,0.1,-0.2025440416427312,10,3,1.8614808796855812e-10,1.0,0.6,10.0,cross_assay_detected
CDCP1,95,0.9895833333333334,0.26508958566629337,0.009426326176022926,0.4491620453390781,4.850286838831153e-15,10,1,0.1,-0.05931963118888353,9,2,0.01592129482169726,1.0,1.0,12.0,cross_assay_detected
CHD1L,91,0.9479166666666666,0.4043478260869566,7.036253189543918e-05,0.5423488099271723,-2.094505124894397e-14,10,1,0.1,0.17951196099860764,6,0,0.00018547585727235512,1.0,1.0,11.0,cross_assay_detected
CHMP4C,77,0.8020833333333334,0.3915821021084179,0.0004288496772409741,0.3356167559023635,-9.381384558082573e-15,10,1,0.1,0.39251457741924545,9,0,0.0009615489559183797,1.0,1.0,12.0,cross_assay_detected
CNIH4,96,1.0,0.2208627238198589,0.03058455553158856,0.2063260528480883,-8.604228440844963e-15,10,1,0.1,0.19432633762599594,10,2,0.046001385785973015,1.0,1.0,12.0,cross_assay_detected
COL15A1,96,1.0,0.44070808464460115,6.999169085241415e-06,0.2811430636023501,-9.409140133698202e-15,10,1,0.1,-0.043143736904147856,0,0,2.257665020799851e-05,1.0,0.6666666666666666,12.0,cross_assay_detected
CSTF2,96,1.0,0.38482094411285944,0.00010827572237735691,0.4435069582554137,-3.0600522116230877e-15,10,1,0.1,-0.45111789750782894,7,2,0.00027296814651674964,1.0,1.0,11.0,cross_assay_detected
DHRS1,96,1.0,0.4502848616386327,4.161286787146217e-06,0.5989634656649963,5.4539706084710815e-15,10,1,0.1,0.49842380349640425,8,0,1.4064176187568913e-05,1.0,1.0,12.0,cross_assay_detected
DZANK1,91,0.9479166666666666,0.06379996814779425,0.5479651418309393,0.055994549940707836,2.2100377083944522e-15,10,1,0.1,0.2716952995696063,8,0,0.5979764055962056,1.0,1.0,12.0,cross_assay_detected
EIF3M,96,1.0,0.033288117200217036,0.7474736203952593,0.039396992475296114,9.520162436160717e-15,20,2,0.1,0.048235771178759435,12,3,0.7821823750019965,1.0,1.0,12.0,cross_assay_detected
EVPL,93,0.96875,0.09856465041329711,0.3472386570323862,0.12741129611504498,7.042977312465837e-16,10,1,0.1,-0.0433614926651046,4,2,0.4018176835424375,1.0,0.75,12.0,cross_assay_detected
EXOC8,96,1.0,0.1511801410743353,0.14147557704355357,0.17787778067450796,1.569577801063815e-14,10,1,0.1,-0.14868370871600217,13,2,0.1810103225915212,1.0,0.8181818181818182,11.0,cross_assay_detected
