"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZKSCAN1",4.58078659303955e-100,1.39822965264815,0.92,0.799,1.08500511242735e-95,3,"ZKSCAN1"
"HEXIM11",9.35661837430061e-100,1.22888832775143,0.768,0.316,2.21620862813684e-95,3,"HEXIM1"
"GSTZ1",1.98596152735073e-99,1.95629823592051,0.379,0.084,4.70394847368295e-95,3,"GSTZ1"
"ZMYND81",2.55886067828987e-99,1.21176795173501,0.82,0.37,6.06091740259739e-95,3,"ZMYND8"
"EGR2",3.51389874739497e-99,1.66280740364889,0.435,0.109,8.32302057307973e-95,3,"EGR2"
"GLUD2",7.62211716782175e-99,3.2003196818016,0.287,0.05,1.80537467237026e-94,3,"GLUD2"
"GPM6B",8.76679357426813e-99,0.735809884439976,0.699,0.233,2.07650272600115e-94,3,"GPM6B"
"SYPL11",9.44746425659233e-99,0.987594938076817,0.854,0.375,2.23772638381646e-94,3,"SYPL1"
"CDKN1A",1.95209256619871e-98,1.62993859542561,0.611,0.212,4.62372645229826e-94,3,"CDKN1A"
"JAM3",1.98712931739705e-98,2.15630995802784,0.439,0.114,4.70671450118665e-94,3,"JAM3"
"ATP6V1G1",2.22575336310651e-98,1.04013360885419,0.984,0.643,5.27191941585409e-94,3,"ATP6V1G1"
"SPR",2.72943153877208e-98,2.11716327963285,0.439,0.114,6.46493154273556e-94,3,"SPR"
"SLC6A8",2.79791873853435e-98,2.40781682914452,0.399,0.096,6.62715032409246e-94,3,"SLC6A8"
"SLC6A15",2.9875300547093e-98,2.13256113954128,0.465,0.127,7.07626368758446e-94,3,"SLC6A15"
"G6PD",4.41242760169962e-98,1.49977096623364,0.627,0.229,1.04512760173857e-93,3,"G6PD"
"CTNND1",1.24849754098229e-97,0.807590749333566,0.792,0.319,2.95719127557065e-93,3,"CTNND1"
"MEIS2",2.08407114554208e-97,2.324308801316,0.369,0.081,4.93633091533096e-93,3,"MEIS2"
"ADM",2.30427863162792e-97,1.74039303257043,0.397,0.092,5.45791436687389e-93,3,"ADM"
"KIAA1217",2.78897214413198e-97,2.65055219716526,0.355,0.077,6.605959420591e-93,3,"KIAA1217"
"IFI35",5.06941520472261e-97,1.34250484131957,0.717,0.282,1.2007416853906e-92,3,"IFI35"
"TEKT4P2",5.46067769811018e-97,1.2264845831922,0.745,0.319,1.29341611957438e-92,3,"TEKT4P2"
"TSC22D11",6.78444278571278e-97,1.0767913057762,0.749,0.284,1.60696311822393e-92,3,"TSC22D1"
"ATP6V1B2",7.17257391414353e-97,1.13869312770776,0.848,0.371,1.69889585730404e-92,3,"ATP6V1B2"
"ARL1",7.60710616566219e-97,1.22722382624479,0.719,0.283,1.80181916639875e-92,3,"ARL1"
"CTGF",1.04135209321734e-96,1.44315956250204,0.361,0.077,2.4665465679946e-92,3,"CTGF"
"SLC25A4",1.35152542633161e-96,1.50410431153765,0.772,0.391,3.20122312480904e-92,3,"SLC25A4"
"TMEM99",3.88551998814208e-96,1.63994339724576,0.425,0.108,9.20324264391333e-92,3,"TMEM99"
"OTUD7B",4.0950856738714e-96,1.74643343131753,0.481,0.135,9.6996199271318e-92,3,"OTUD7B"
"TSKU",4.95641356203169e-96,2.69699129739693,0.369,0.084,1.17397611630283e-91,3,"TSKU"
"ENO2",5.6112525308762e-96,1.24568813162715,0.645,0.23,1.32908127446334e-91,3,"ENO2"
"PLEC",5.63821951903592e-96,1.49807402762262,0.826,0.399,1.33546867527885e-91,3,"PLEC"
"SELM",8.51748932084748e-96,0.711143747933398,0.673,0.218,2.01745252053593e-91,3,"SELM"
"AGPAT2",1.00259114467836e-95,1.6982597662006,0.529,0.163,2.37473738528516e-91,3,"AGPAT2"
"PLBD2",1.19951923809557e-95,2.24218177109322,0.539,0.181,2.84118126735318e-91,3,"PLBD2"
"NQO2",1.57622608250729e-95,1.47154596484795,0.569,0.184,3.73344909902678e-91,3,"NQO2"
"TCEAL4",6.09142306086842e-95,1.05313238111816,0.719,0.27,1.4428144661973e-90,3,"TCEAL4"
"H2AFJ",8.42867178075842e-95,0.976236819717031,0.717,0.26,1.99641519799044e-90,3,"H2AFJ"
"ABHD4",9.52604679150663e-95,1.38855332181559,0.503,0.145,2.25633944303626e-90,3,"ABHD4"
"TMED9",1.34962815404591e-94,1.15926566055722,0.862,0.408,3.19672924567314e-90,3,"TMED9"
"VPS25",4.65351717922242e-94,1.28343625900843,0.75,0.307,1.10223207907062e-89,3,"VPS25"
"PHLDB1",6.58824206089507e-94,1.62631520144147,0.515,0.153,1.56049101454361e-89,3,"PHLDB1"
"NPHP1",7.56067432445775e-94,3.041533584608,0.277,0.049,1.79082132049106e-89,3,"NPHP1"
"C1orf21",7.88512374711435e-94,1.31363808746439,0.619,0.209,1.8676704107415e-89,3,"C1orf21"
"SLC35B2",1.00117237712198e-93,1.09871796233521,0.76,0.304,2.37137689245113e-89,3,"SLC35B2"
"SPSB1",2.78594122711625e-93,2.12320223636402,0.379,0.09,6.59878039054756e-89,3,"SPSB1"
"HOXB7",7.82657063254932e-93,2.01873528527864,0.437,0.117,1.85380152002563e-88,3,"HOXB7"
"LTBR",1.32204267754613e-92,1.09293239841909,0.695,0.242,3.13139028603577e-88,3,"LTBR"
"POMGNT1",1.5287439730461e-92,1.94351853763346,0.509,0.158,3.62098297455698e-88,3,"POMGNT1"
"C5orf4",2.32399585113391e-92,2.20772906635873,0.367,0.083,5.50461657299579e-88,3,"C5orf4"
"CLCN3",3.40892871806562e-92,1.67501939705901,0.659,0.282,8.07438856161022e-88,3,"CLCN3"
"MT1X",3.86267673402723e-92,1.54312528553284,0.601,0.209,9.14913611221691e-88,3,"MT1X"
"TMEM14A",5.87790201083705e-92,1.05515186788638,0.629,0.216,1.39223987028686e-87,3,"TMEM14A"
"CSTB",5.93663361845845e-92,0.660151866931444,0.968,0.508,1.40615103886807e-87,3,"CSTB"
"UBC1",6.0450457745798e-92,0.84872630272826,1,0.943,1.43182954216697e-87,3,"UBC"
"STX71",6.18264900125214e-92,1.03319483609716,0.81,0.356,1.46442224243658e-87,3,"STX7"
"CELSR1",9.48422199834242e-92,1.95081144776516,0.397,0.097,2.24643282252739e-87,3,"CELSR1"
"WBP5",1.18870114170022e-91,1.20528183078158,0.607,0.201,2.81555752423114e-87,3,"WBP5"
"CCDC88A",1.48656054064446e-91,1.42805085327484,0.671,0.263,3.52106729657046e-87,3,"CCDC88A"
"CD276",2.13003008209304e-91,2.11607727737765,0.517,0.164,5.04518925244558e-87,3,"CD276"
"LINC00511",2.72981132135282e-91,3.58441515752782,0.269,0.048,6.46583109575629e-87,3,"LINC00511"
"FLNA",5.57018107258473e-91,1.13413472228377,0.938,0.607,1.31935308885242e-86,3,"FLNA"
"RSPH3",6.82474728215569e-91,2.25335867994852,0.305,0.059,1.6165096412514e-86,3,"RSPH3"
"QSOX1",7.51701562980283e-91,1.22342897394984,0.733,0.298,1.7804803220751e-86,3,"QSOX1"
"MED151",1.19446660638805e-90,1.08118087365729,0.92,0.54,2.82921360389073e-86,3,"MED15"
"ZFAND5",1.43618735853867e-90,1.26162951303377,0.922,0.68,3.4017533774347e-86,3,"ZFAND5"
"ARHGAP21",2.02306018497294e-90,1.67025257676144,0.463,0.131,4.7918203541269e-86,3,"ARHGAP21"
"TSPAN6",2.41478005676393e-90,1.62692869699374,0.491,0.147,5.71964804245104e-86,3,"TSPAN6"
"DTYMK",4.14632904849334e-90,1.42485991718534,0.605,0.217,9.82099498426133e-86,3,"DTYMK"
"ABCD1",5.10302279581981e-90,2.46224559718778,0.445,0.13,1.20870197941788e-85,3,"ABCD1"
"PCGF2",8.58784201374883e-90,2.88056302651572,0.335,0.074,2.03411625937655e-85,3,"PCGF2"
"DUSP41",9.93480414181961e-90,0.770207416962719,0.884,0.41,2.35315770903139e-85,3,"DUSP4"
"PPFIBP1",1.55069947163473e-89,1.73932158369767,0.876,0.816,3.67298676851403e-85,3,"PPFIBP1"
"RCN2",2.10413449739456e-89,0.996755968363982,0.725,0.281,4.98385297052875e-85,3,"RCN2"
"ZBTB201",2.92215368190768e-89,1.32729388961873,0.685,0.297,6.92141321096654e-85,3,"ZBTB20"
"GSTM1",4.03212154606604e-89,1.02860746505327,0.459,0.126,9.55048309401202e-85,3,"GSTM1"
"PCDH7",4.23094139849785e-89,1.748536743525,0.395,0.097,1.0021407796482e-84,3,"PCDH7"
"HPS4",4.91393422827142e-89,0.992223062390195,0.703,0.271,1.16391446130837e-84,3,"HPS4"
"NAV3",5.96790697844477e-89,3.12332934385451,0.265,0.046,1.41355844691443e-84,3,"NAV3"
"DPYSL2",6.15182344299713e-89,1.03903092511551,0.721,0.284,1.4571209007083e-84,3,"DPYSL2"
"PON21",6.63905169183957e-89,1.27472124134266,0.655,0.246,1.57252578372912e-84,3,"PON2"
"CYBRD1",6.66172544311884e-89,1.93758158563461,0.437,0.12,1.57789628845713e-84,3,"CYBRD1"
"COMT",9.25995855104918e-89,1.19115114396331,0.792,0.35,2.19331378240151e-84,3,"COMT"
"RARA",1.09884716803655e-88,1.92506711237785,0.441,0.124,2.60272940221138e-84,3,"RARA"
"TMEM258",1.19981500954156e-88,0.945562417498404,0.936,0.499,2.84188183160014e-84,3,"TMEM258"
"KANK1",1.22948818282376e-88,2.37693470008947,0.507,0.172,2.91216570983637e-84,3,"KANK1"
"RPS27L",1.49941698330895e-88,1.02750771908704,0.94,0.548,3.55151906666558e-84,3,"RPS27L"
"ARF3",2.09735134365304e-88,1.20777962244628,0.768,0.363,4.9677863925766e-84,3,"ARF3"
"C8orf40",3.35331872171224e-88,1.08793132463903,0.601,0.211,7.9426707242476e-84,3,"C8orf40"
"ATF3",4.23664533747063e-88,2.66018481379242,0.427,0.121,1.00349181463329e-83,3,"ATF3"
"IL1RAP",4.43713080661376e-88,1.95802107470155,0.463,0.135,1.05097880285454e-83,3,"IL1RAP"
"SLC35F5",4.86875176461585e-88,1.77055836694352,0.595,0.223,1.15321254296691e-83,3,"SLC35F5"
"RRBP1",5.59624809977873e-88,1.17134754134767,0.715,0.278,1.32552732491359e-83,3,"RRBP1"
"PTGR1",7.06473946077754e-88,1.75151367120646,0.475,0.142,1.67335418867977e-83,3,"PTGR1"
"TMTC2",7.14612722609576e-88,2.20122011391491,0.297,0.058,1.69263169477304e-83,3,"TMTC2"
"MRPS33",8.49069617054461e-88,1.0350530797015,0.689,0.264,2.0111062949552e-83,3,"MRPS33"
"GLT8D1",1.0293295843442e-87,1.44382894156997,0.575,0.203,2.43807005347766e-83,3,"GLT8D1"
"FGFRL1",1.0352320028642e-87,2.54209730031907,0.261,0.045,2.45205052198415e-83,3,"FGFRL1"
"PLP21",1.06079829116937e-87,0.817106779497468,0.89,0.401,2.51260683246378e-83,3,"PLP2"
"ELK3",1.94546743998847e-87,1.19608053111419,0.581,0.202,4.6080341783567e-83,3,"ELK3"
"TMEM184B",2.57283117381787e-87,1.63475219496813,0.559,0.191,6.09400791830501e-83,3,"TMEM184B"
"TMEM63B",2.67817234557544e-87,2.62807254080094,0.355,0.086,6.34351901772998e-83,3,"TMEM63B"
"PODXL2",4.0212016028282e-87,3.18134328004862,0.257,0.045,9.52461811645888e-83,3,"PODXL2"
"POMT2",4.92644162875212e-87,2.7250337627129,0.313,0.066,1.16687696418623e-82,3,"POMT2"
"GDI1",5.30737251763098e-87,1.32066081820042,0.82,0.45,1.25710425452607e-82,3,"GDI1"
"FNTB",1.64300785941108e-86,2.3951440489195,0.373,0.094,3.89162841580109e-82,3,"FNTB"
"PLAG1",1.96159496272349e-86,1.96084216208596,0.387,0.101,4.64623382870685e-82,3,"PLAG1"
"PHLDA11",2.42229192369048e-86,1.33391914165334,0.91,0.735,5.73744065045327e-82,3,"PHLDA1"
"FLJ39051",2.88368244308604e-86,2.38472855389581,0.261,0.046,6.8302902346936e-82,3,"FLJ39051"
"TUBB2A",2.9564724440491e-86,1.29384441072553,0.573,0.192,7.0027006309747e-82,3,"TUBB2A"
"FNBP1L",3.62254756608117e-86,2.22923510640676,0.441,0.128,8.58036616501986e-82,3,"FNBP1L"
"NPAS2",3.63999689474548e-86,2.53114404336849,0.357,0.086,8.62169664489414e-82,3,"NPAS2"
"DGCR6",5.37500374450958e-86,2.490938818221,0.357,0.089,1.27312338692454e-81,3,"DGCR6"
"ARHGAP32",5.44326639859009e-86,2.16749655164911,0.353,0.083,1.28929207917005e-81,3,"ARHGAP32"
"RAB5B",6.84049228249341e-86,1.45306971905425,0.866,0.698,1.62023900203139e-81,3,"RAB5B"
"CLIP11",2.17738891108719e-85,0.910542080445304,0.701,0.287,5.15736337480113e-81,3,"CLIP1"
"SERPINE1",2.30749801057214e-85,3.40517018821435,0.461,0.164,5.46553978784117e-81,3,"SERPINE1"
"ARF5",2.37918589613552e-85,1.01459393416066,0.914,0.502,5.6353397135866e-81,3,"ARF5"
"SPCS1",3.88118991709872e-85,0.95148359227939,0.96,0.571,9.19298643764002e-81,3,"SPCS1"
"RNF43",4.12082781987457e-85,2.40670387363366,0.303,0.062,9.76059277415491e-81,3,"RNF43"
"ADAM9",1.27942757352794e-84,2.12868480714265,0.481,0.156,3.03045215065827e-80,3,"ADAM9"
"MTRNR2L5",1.53850901377827e-84,1.22363812262217,0.9,0.879,3.6441124500352e-80,3,"MTRNR2L5"
"ATP10B",2.05289609209907e-84,2.54106280579349,0.275,0.052,4.86248968374586e-80,3,"ATP10B"
"PTPLAD1",2.53925365706775e-84,1.20363525603333,0.77,0.39,6.01447621213068e-80,3,"PTPLAD1"
"PAX3",2.61737924171585e-84,0.536646158455506,0.537,0.162,6.19952447192815e-80,3,"PAX3"
"B3GNT1",2.64431482419115e-84,2.12498781844947,0.445,0.132,6.26332409257916e-80,3,"B3GNT1"
"GOLM1",3.72702061285424e-84,1.78599865913609,0.455,0.134,8.82782102360656e-80,3,"GOLM1"
"ZNF4321",4.33112259362929e-84,2.50794648714919,0.251,0.044,1.02586969752703e-79,3,"ZNF432"
"CBR3",4.37611607821191e-84,2.1086227899806,0.355,0.085,1.03652685428527e-79,3,"CBR3"
"CDC42BPB",4.6045374157631e-84,2.36072487868009,0.371,0.095,1.09063073229765e-79,3,"CDC42BPB"
"MTRNR2L7",6.68396782851705e-84,2.03902427633578,0.79,0.67,1.58316461986255e-79,3,"MTRNR2L7"
"OARD1",6.72804194407272e-84,1.47056102624498,0.531,0.179,1.59360401487307e-79,3,"OARD1"
"GLI3",7.63919548356871e-84,2.02437854797474,0.417,0.115,1.80941984223809e-79,3,"GLI3"
"CHN1",1.14056659178159e-83,1.03958620083006,0.429,0.114,2.70154602929389e-79,3,"CHN1"
"NT5C3B",1.16102266079022e-83,1.82499368901304,0.455,0.136,2.74999827434772e-79,3,"NT5C3B"
"WDR60",1.59733582036634e-83,1.12162184879938,0.569,0.2,3.78344962411971e-79,3,"WDR60"
"PC",2.29388281092301e-83,2.69995185848688,0.347,0.086,5.43329082595225e-79,3,"PC"
"RHOQ",2.37557773771503e-83,1.37500921555466,0.553,0.191,5.62679342955182e-79,3,"RHOQ"
"FBXO7",2.45057614106836e-83,0.940757449407682,0.91,0.477,5.80443464773452e-79,3,"FBXO7"
"DNAJA4",2.52646502807098e-83,1.59555008604924,0.567,0.211,5.98418506548893e-79,3,"DNAJA4"
"RGPD51",3.3877202104451e-83,1.35856056438203,0.713,0.346,8.02415409046027e-79,3,"RGPD5"
"TOLLIP",4.90996866150377e-83,1.33122792182344,0.663,0.28,1.16297517716378e-78,3,"TOLLIP"
"CD99L2",5.13090142836859e-83,1.51362752116405,0.507,0.167,1.21530531232338e-78,3,"CD99L2"
"POGZ",6.52905273835631e-83,1.2192504370623,0.792,0.383,1.54647143160708e-78,3,"POGZ"
"TMEM219",8.40666378605606e-83,1.01009112985095,0.834,0.397,1.99120238436524e-78,3,"TMEM219"
"HDDC2",1.0675736962672e-82,0.923382934590713,0.719,0.287,2.52865505697849e-78,3,"HDDC2"
"SERINC1",1.13000071208021e-82,0.991731844837856,0.952,0.756,2.67651968663319e-78,3,"SERINC1"
"PDIA3",1.30190235234885e-82,0.975442780911433,0.97,0.673,3.08368591177348e-78,3,"PDIA3"
"RGMB",2.26030918620767e-82,1.99997389650485,0.413,0.115,5.35376833845148e-78,3,"RGMB"
"LONRF1",2.67689009670684e-82,2.01188698000349,0.391,0.106,6.34048188305981e-78,3,"LONRF1"
"CITED2",3.90729610217953e-82,1.37393550117531,0.551,0.2,9.25482154762245e-78,3,"CITED2"
"KIAA0556",4.50292098012843e-82,1.92189174948134,0.445,0.135,1.06656186335322e-77,3,"KIAA0556"
"ITPR31",5.21959822390299e-82,1.09268384492857,0.587,0.214,1.23631403531366e-77,3,"ITPR3"
"NPEPPS",1.23473729232153e-81,0.991549225841684,0.832,0.447,2.92459875059278e-77,3,"NPEPPS"
"ATP1A1OS",1.72119777302577e-81,1.81252064949418,0.305,0.066,4.07682904518883e-77,3,"ATP1A1OS"
"B3GAT3",2.06664554761317e-81,1.11610233836269,0.723,0.32,4.89505664407654e-77,3,"B3GAT3"
"MSI2",2.62407122370246e-81,1.16227984814123,0.609,0.236,6.21537510046164e-77,3,"MSI2"
"TUBB3",3.56419267425197e-81,1.22566245930582,0.457,0.133,8.44214676823322e-77,3,"TUBB3"
"XPO7",3.82135302646536e-81,1.55439048237735,0.541,0.193,9.05125677848584e-77,3,"XPO7"
"TYRO3",3.86988268337991e-81,2.30151274690698,0.387,0.106,9.16620412385364e-77,3,"TYRO3"
"IFRD1",6.03574958672879e-81,0.92865207114723,0.818,0.422,1.42962764711258e-76,3,"IFRD1"
"TBC1D16",7.89829545279872e-81,1.50543555422309,0.573,0.213,1.8707902609499e-76,3,"TBC1D16"
"TP53I13",8.09901616327333e-81,1.43482864501235,0.577,0.215,1.91833296843292e-76,3,"TP53I13"
"POLR2L",8.45043302571281e-81,1.09298613443749,0.902,0.506,2.00156956647034e-76,3,"POLR2L"
"NPTN",9.82427040642483e-81,0.931667895420803,0.687,0.274,2.32697668846579e-76,3,"NPTN"
"PEX10",1.06361722530406e-80,2.09465810339497,0.393,0.109,2.5192837598552e-76,3,"PEX10"
"SEPT10",1.16610465463271e-80,1.56054770814918,0.483,0.151,2.76203548496303e-76,3,"SEPT10"
"ATP6V0E21",1.62559536353092e-80,0.766344884401804,0.727,0.293,3.85038517805934e-76,3,"ATP6V0E2"
"RHOB",1.66061956602494e-80,1.70152319355152,0.565,0.217,3.93334350408667e-76,3,"RHOB"
"AP1S1",1.72496446920576e-80,1.81798003554592,0.529,0.191,4.08575084176077e-76,3,"AP1S1"
"GOLGB1",1.90478301853993e-80,0.904686329474492,0.82,0.389,4.51166905771368e-76,3,"GOLGB1"
"MANBAL",1.91556094855653e-80,1.38763605890433,0.545,0.192,4.53719766275099e-76,3,"MANBAL"
"PYGL",2.06981452110294e-80,1.09755768903464,0.531,0.172,4.90256267468441e-76,3,"PYGL"
"IGF2BP2",2.09479804126363e-80,2.22354165081276,0.441,0.136,4.96173864053704e-76,3,"IGF2BP2"
"TCTN1",2.15105372569144e-80,2.08397759068688,0.515,0.19,5.09498585467275e-76,3,"TCTN1"
"AGAP3",3.11687160295283e-80,1.6997480340517,0.453,0.138,7.38262207875408e-76,3,"AGAP3"
"EFHD1",4.52669269706925e-80,1.80074920225567,0.269,0.051,1.07219243222782e-75,3,"EFHD1"
"SEPW1",4.95903937810172e-80,0.9074004523873,0.93,0.513,1.17459806709717e-75,3,"SEPW1"
"COPS7A",5.22601177957285e-80,1.0921700900458,0.713,0.308,1.23783315010963e-75,3,"COPS7A"
"SEPT4",5.85130807533373e-80,2.0100660548376,0.303,0.066,1.38594083072355e-75,3,"SEPT4"
"ZNF664",9.20534824811192e-80,1.12959459524505,0.645,0.258,2.18037878604779e-75,3,"ZNF664"
"FAHD2A",1.07625377398433e-79,1.71581351291015,0.523,0.189,2.54921468905927e-75,3,"FAHD2A"
"RAPH1",1.08275996382689e-79,2.50329793413214,0.635,0.337,2.56462525032038e-75,3,"RAPH1"
"BCHE",1.29091408409438e-79,2.17008811321903,0.317,0.071,3.05765909958594e-75,3,"BCHE"
"DUSP3",1.7638981014011e-79,1.40596177091718,0.579,0.212,4.17796904297865e-75,3,"DUSP3"
"COPRS",1.96400615208343e-79,2.25889096862792,0.293,0.062,4.65194497182482e-75,3,"COPRS"
"CSNK1D1",2.05230494564037e-79,1.0763917686508,0.762,0.376,4.86108949424378e-75,3,"CSNK1D"
"GADD45A",2.0997508687631e-79,1.86279218838865,0.401,0.111,4.97346990775228e-75,3,"GADD45A"
"PLA2G16",3.62868563767723e-79,1.08308111657833,0.571,0.203,8.59490480140229e-75,3,"PLA2G16"
"LOC155060",7.08607346971631e-79,2.88677055036881,0.521,0.223,1.67840736203701e-74,3,"LOC155060"
"VMP1",9.29005269350803e-79,0.874803441563858,0.946,0.595,2.20044188098431e-74,3,"VMP1"
"P2RX4",9.67291068894187e-79,1.36114367359401,0.521,0.178,2.29112562578277e-74,3,"P2RX4"
"SERTAD2",1.39603431560519e-78,0.93327809261812,0.691,0.289,3.30664687994245e-74,3,"SERTAD2"
"ATP1B3",1.48701837486712e-78,0.946913398561121,0.874,0.443,3.52215172271027e-74,3,"ATP1B3"
"LMF2",1.81058266452813e-78,1.27474093050132,0.745,0.366,4.28854609920134e-74,3,"LMF2"
"RETSAT",3.530759562112e-78,1.67923619210013,0.549,0.209,8.36295709881848e-74,3,"RETSAT"
"FZD6",3.55781046219424e-78,1.52162227094489,0.413,0.118,8.42702986075328e-74,3,"FZD6"
"CERS2",4.29256767644096e-78,0.941647199837537,0.76,0.332,1.01673757984181e-73,3,"CERS2"
"AAMDC",5.08145278992646e-78,1.71900869177223,0.447,0.137,1.20359290782198e-73,3,"AAMDC"
"LGMN",1.59170515622092e-77,1.26588536462249,0.784,0.674,3.77011283302488e-73,3,"LGMN"
"NR1D1",1.69030968559907e-77,2.3258877326355,0.351,0.09,4.00366752130995e-73,3,"NR1D1"
"C14orf1",1.74019685963217e-77,0.81455154443173,0.613,0.223,4.12183028172477e-73,3,"C14orf1"
"HSPE1",1.94802326158734e-77,0.959913708324919,0.958,0.569,4.61408789739577e-73,3,"HSPE1"
"LINC00467",2.05530492390316e-77,2.00512587039008,0.369,0.099,4.86819524275703e-73,3,"LINC00467"
"RIPK4",2.13213960404855e-77,2.19757001912904,0.267,0.052,5.05018586614941e-73,3,"RIPK4"
"NEK9",2.90981088929975e-77,1.13485548299595,0.729,0.346,6.89217807239538e-73,3,"NEK9"
"TMEM208",3.42645997578566e-77,1.17802524302001,0.657,0.269,8.11591309864592e-73,3,"TMEM208"
"TNKS1BP1",5.21246398981467e-77,2.13099339973338,0.375,0.104,1.2346242206275e-72,3,"TNKS1BP1"
"DOCK7",6.12726718622424e-77,1.79708438685688,0.481,0.163,1.45130450572907e-72,3,"DOCK7"
"SCOC",6.83159883164763e-77,0.912118149999404,0.659,0.264,1.61813249926406e-72,3,"SCOC"
"ANKS1A",7.25646530054912e-77,1.97211545726354,0.463,0.152,1.71876637108806e-72,3,"ANKS1A"
"DFNB311",7.54307851082966e-77,0.775132616271166,0.533,0.18,1.78665357607511e-72,3,"DFNB31"
"SPRED2",7.86929765429574e-77,1.62621509226638,0.445,0.139,1.86392184239649e-72,3,"SPRED2"
"CBR1",1.08249253922502e-76,0.951263581513446,0.709,0.286,2.56399182840838e-72,3,"CBR1"
"DYNC1LI2",1.19856506430057e-76,1.1227255277488,0.703,0.314,2.83892121130232e-72,3,"DYNC1LI2"
"RNF157",1.38845382390997e-76,2.73425388399263,0.75,0.609,3.28869172731316e-72,3,"RNF157"
"SOX5",1.74571315875213e-76,2.20430459143673,0.361,0.095,4.13489618782028e-72,3,"SOX5"
"PHPT1",2.21977456703028e-76,0.891287740655794,0.818,0.388,5.25775803946793e-72,3,"PHPT1"
"SDF2",3.56836649176251e-76,1.1014759432371,0.619,0.25,8.45203287238868e-72,3,"SDF2"
"DCAKD",3.72066445811999e-76,2.022753340094,0.595,0.268,8.81276583550301e-72,3,"DCAKD"
"SKP1",4.74044306153427e-76,0.796858813898295,0.986,0.76,1.12282134355501e-71,3,"SKP1"
"STK32A",5.04418343242167e-76,1.98688091176666,0.391,0.11,1.1947652878034e-71,3,"STK32A"
"MGST3",7.24407296019456e-76,1.02268179189564,0.886,0.574,1.71583112135168e-71,3,"MGST3"
"PIGV",1.03399656132654e-75,1.79331337145716,0.347,0.089,2.44912425515804e-71,3,"PIGV"
"AMZ2P1",1.21599177699654e-75,1.59581307272702,0.513,0.184,2.880198122994e-71,3,"AMZ2P1"
"CTSF",1.69733064259926e-75,1.51068974472138,0.451,0.139,4.0202973600606e-71,3,"CTSF"
"FAH",1.83491888818412e-75,1.99342345720846,0.433,0.138,4.3461888785529e-71,3,"FAH"
"PRDX4",2.45631014870328e-75,0.701835085347125,0.768,0.325,5.81801621821858e-71,3,"PRDX4"
"CLTC",3.43217535953262e-75,1.13186260570807,0.882,0.592,8.12945055658896e-71,3,"CLTC"
"EIF11",4.30742144618618e-75,0.786524113267664,0.998,0.956,1.02025584374366e-70,3,"EIF1"
"MRPL33",5.0472018465492e-75,0.903357018022111,0.766,0.354,1.19548022937364e-70,3,"MRPL33"
"P4HB",5.6010909157173e-75,0.934700744772692,0.956,0.574,1.3266743942968e-70,3,"P4HB"
"BCAP31",6.70634677871566e-75,0.928963223651042,0.926,0.545,1.58846529800659e-70,3,"BCAP31"
"ZFYVE16",7.26264395628127e-75,1.28352923891396,0.573,0.22,1.72022984748478e-70,3,"ZFYVE16"
"INSR",9.00803289466106e-75,1.11091473984067,0.471,0.149,2.13364267142942e-70,3,"INSR"
"FOXO3",9.63586768337152e-75,1.39186128111665,0.655,0.315,2.28235161948338e-70,3,"FOXO3"
"TMEM59",1.32224834150071e-74,0.935558152084261,0.946,0.632,3.13187742167858e-70,3,"TMEM59"
"FKBP9",1.51561218033952e-74,1.2579327224139,0.828,0.679,3.58987901035218e-70,3,"FKBP9"
"UNK",1.59399065299531e-74,1.1992207612041,0.519,0.186,3.7755262606847e-70,3,"UNK"
"SOX6",2.35444690092514e-74,1.36636723245159,0.351,0.089,5.5767429295313e-70,3,"SOX6"
"CANX",2.48553076768735e-74,0.92603782459156,0.954,0.612,5.88722817634427e-70,3,"CANX"
"RNF13",3.62973542443188e-74,0.719631889519096,0.754,0.334,8.59739132630934e-70,3,"RNF13"
"RHOC",5.16541590756869e-74,0.89857556352028,0.824,0.38,1.22348041186672e-69,3,"RHOC"
"MGAT51",5.81566140941748e-74,0.914757577073857,0.587,0.227,1.37749756143462e-69,3,"MGAT5"
"DYNC1H1",7.25511894139296e-74,0.927284392211051,0.878,0.492,1.71844747245834e-69,3,"DYNC1H1"
"PSMG3-AS1",8.76365822885471e-74,2.16294499192392,0.323,0.08,2.07576008808653e-69,3,"PSMG3-AS1"
"SUMF1",1.01002138108989e-73,1.42694355914943,0.513,0.184,2.39233664324952e-69,3,"SUMF1"
"SF3A1",1.93698413403663e-73,0.918250735680448,0.856,0.516,4.58794061987916e-69,3,"SF3A1"
"HSPB8",1.9603222641655e-73,1.08589352685318,0.331,0.079,4.64321931490239e-69,3,"HSPB8"
"WDR13",3.19019384255811e-73,1.11195692050855,0.595,0.228,7.55629313548315e-69,3,"WDR13"
"EFCAB13",3.52208645228255e-73,1.55426527537624,0.355,0.096,8.34241397087644e-69,3,"EFCAB13"
"NRSN2",3.5295954475914e-73,1.74682064121545,0.417,0.126,8.36019977716499e-69,3,"NRSN2"
"SOD11",6.64922879268258e-73,0.780604575743485,0.988,0.702,1.57493633183479e-68,3,"SOD1"
"RNF185",7.53039202597695e-73,1.03702095050669,0.589,0.232,1.7836486552729e-68,3,"RNF185"
