gene,location_raw,location
TSPAN6,Cell Junctions,Cell_Junctions
TSPAN6,Cytosol,Cytosol
TSPAN6,Nucleoli fibrillar center,Nucleoli_fibrillar_center
SCYL3,Cytosol,Cytosol
SCYL3,Golgi apparatus,Golgi_apparatus
C1ORF112,Nucleoplasm,Nucleoplasm
C1ORF112,Nucleoli,Nucleoli
FGR,Plasma membrane,Plasma_membrane
FGR,Aggresome,Aggresome
CFH,Vesicles,Vesicles
CFH,Predicted to be secreted,Predicted_to_be_secreted
GCLC,Nucleoplasm,Nucleoplasm
GCLC,Cytosol,Cytosol
GCLC,Nucleoli,Nucleoli
NFYA,Nucleoplasm,Nucleoplasm
STPG1,Nucleoplasm,Nucleoplasm
NIPAL3,Nucleoplasm,Nucleoplasm
LAS1L,Nucleoplasm,Nucleoplasm
LAS1L,Basal body,Basal_body
LAS1L,Centriolar satellite,Centriolar_satellite
LAS1L,Centrosome,Centrosome
LAS1L,Cytosol,Cytosol
LAS1L,Primary cilium transition zone,Primary_cilium_transition_zone
ANKIB1,Cytosol,Cytosol
ANKIB1,Plasma membrane,Plasma_membrane
CYP51A1,Endoplasmic reticulum,Endoplasmic_reticulum
KRIT1,Vesicles,Vesicles
RAD52,Nuclear speckles,Nuclear_speckles
RAD52,Plasma membrane,Plasma_membrane
BAD,Mitochondria,Mitochondria
BAD,End piece,End_piece
BAD,Principal piece,Principal_piece
LAP3,Cytosol,Cytosol
LAP3,Calyx,Calyx
LAP3,Mid piece,Mid_piece
LAP3,Principal piece,Principal_piece
CD99,Golgi apparatus,Golgi_apparatus
HS3ST1,Vesicles,Vesicles
HECW1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
HECW1,Cytosol,Cytosol
MAD1L1,Nuclear membrane,Nuclear_membrane
MAD1L1,Nucleoplasm,Nucleoplasm
LASP1,Cytosol,Cytosol
LASP1,Plasma membrane,Plasma_membrane
LASP1,Focal adhesion sites,Focal_adhesion_sites
LASP1,Golgi apparatus,Golgi_apparatus
SNX11,Endoplasmic reticulum,Endoplasmic_reticulum
SNX11,Vesicles,Vesicles
TMEM176A,Mitochondria,Mitochondria
KLHL13,Cytosol,Cytosol
CYP26B1,Cytosol,Cytosol
ICA1,Cytosol,Cytosol
ICA1,Vesicles,Vesicles
DBNDD1,Nuclear speckles,Nuclear_speckles
DBNDD1,Cytosol,Cytosol
DBNDD1,End piece,End_piece
DBNDD1,Equatorial segment,Equatorial_segment
DBNDD1,Mid piece,Mid_piece
DBNDD1,Principal piece,Principal_piece
ALS2,Cytosol,Cytosol
ALS2,Vesicles,Vesicles
CASP10,Golgi apparatus,Golgi_apparatus
CASP10,Vesicles,Vesicles
CFLAR,Cytosol,Cytosol
CFLAR,Nucleoplasm,Nucleoplasm
CFLAR,Plasma membrane,Plasma_membrane
CFLAR,Nuclear bodies,Nuclear_bodies
RBM5,Nucleoplasm,Nucleoplasm
RBM5,End piece,End_piece
RBM5,Flagellar centriole,Flagellar_centriole
RBM5,Mid piece,Mid_piece
RBM5,Perinuclear theca,Perinuclear_theca
RBM5,Principal piece,Principal_piece
MTMR7,Cytosol,Cytosol
MTMR7,Nucleoplasm,Nucleoplasm
SLC7A2,Plasma membrane,Plasma_membrane
SLC7A2,Cell Junctions,Cell_Junctions
SARM1,Mitochondria,Mitochondria
POLDIP2,Mitochondria,Mitochondria
AK2,Mitochondria,Mitochondria
CD38,Plasma membrane,Plasma_membrane
FKBP4,Cytosol,Cytosol
FKBP4,Nucleoplasm,Nucleoplasm
KDM1A,Nucleoplasm,Nucleoplasm
KDM1A,Cytosol,Cytosol
RBM6,Nuclear speckles,Nuclear_speckles
RBM6,Cytoplasmic bodies,Cytoplasmic_bodies
CAMKK1,Cytosol,Cytosol
RECQL,Nucleoplasm,Nucleoplasm
VPS50,Cytosol,Cytosol
VPS50,Plasma membrane,Plasma_membrane
VPS50,Basal body,Basal_body
VPS50,End piece,End_piece
VPS50,Mid piece,Mid_piece
VPS50,Primary cilium,Primary_cilium
VPS50,Principal piece,Principal_piece
HSPB6,Cytosol,Cytosol
HSPB6,Mitochondria,Mitochondria
HSPB6,Nuclear speckles,Nuclear_speckles
ARHGAP33,Plasma membrane,Plasma_membrane
ARHGAP33,Actin filaments,Actin_filaments
ARHGAP33,Cytosol,Cytosol
NDUFAB1,Mitochondria,Mitochondria
SLC22A16,Cytosol,Cytosol
SLC22A16,Plasma membrane,Plasma_membrane
ZMYND10,Basal body,Basal_body
ZMYND10,Plasma membrane,Plasma_membrane
ZMYND10,Cytosol,Cytosol
SLC25A13,Mitochondria,Mitochondria
ST7,Nucleoplasm,Nucleoplasm
ST7,Cytosol,Cytosol
CDC27,Nucleoplasm,Nucleoplasm
CALCR,Cell Junctions,Cell_Junctions
CALCR,Centriolar satellite,Centriolar_satellite
CALCR,Vesicles,Vesicles
HCCS,Mitochondria,Mitochondria
HCCS,Cytosol,Cytosol
DVL2,Nuclear bodies,Nuclear_bodies
DVL2,Nucleoplasm,Nucleoplasm
DVL2,Aggresome,Aggresome
UPF1,Nucleoplasm,Nucleoplasm
UPF1,Cytosol,Cytosol
SKAP2,Nucleoplasm,Nucleoplasm
SKAP2,Cytosol,Cytosol
SLC25A5,Mitochondria,Mitochondria
MCUB,Mitochondria,Mitochondria
MCUB,Cytosol,Cytosol
HOXA11,Nucleoplasm,Nucleoplasm
POLR2J,Nucleoplasm,Nucleoplasm
DHX33,Nucleoli,Nucleoli
MEOX1,Nucleoplasm,Nucleoplasm
MEOX1,Cytokinetic bridge,Cytokinetic_bridge
MEOX1,Cytosol,Cytosol
LIG3,Nucleoplasm,Nucleoplasm
RPAP3,Cytosol,Cytosol
RPAP3,Acrosome,Acrosome
RPAP3,Basal body,Basal_body
RPAP3,Primary cilium,Primary_cilium
RPAP3,Primary cilium tip,Primary_cilium_tip
REXO5,Nuclear membrane,Nuclear_membrane
REXO5,Endoplasmic reticulum,Endoplasmic_reticulum
REXO5,Nucleoli,Nucleoli
CIAPIN1,Mitochondria,Mitochondria
CIAPIN1,Nucleoplasm,Nucleoplasm
SPPL2B,Nucleoplasm,Nucleoplasm
SPPL2B,Plasma membrane,Plasma_membrane
SPPL2B,Centrosome,Centrosome
ATOSB,Nucleoli fibrillar center,Nucleoli_fibrillar_center
ATOSB,Nucleoplasm,Nucleoplasm
PRKAR2B,Basal body,Basal_body
PRKAR2B,Centrosome,Centrosome
PRKAR2B,Cytosol,Cytosol
PRKAR2B,Golgi apparatus,Golgi_apparatus
MSL3,Nucleoplasm,Nucleoplasm
CREBBP,Nuclear bodies,Nuclear_bodies
CREBBP,Nucleoplasm,Nucleoplasm
MPO,Vesicles,Vesicles
MPO,Nucleoplasm,Nucleoplasm
GCFC2,Nucleoplasm,Nucleoplasm
WDR54,Acrosome,Acrosome
WDR54,Golgi apparatus,Golgi_apparatus
WDR54,Vesicles,Vesicles
WDR54,Centriolar satellite,Centriolar_satellite
WDR54,Cytosol,Cytosol
WDR54,Flagellar centriole,Flagellar_centriole
WDR54,Mid piece,Mid_piece
WDR54,Nucleoli,Nucleoli
WDR54,Primary cilium tip,Primary_cilium_tip
WDR54,Principal piece,Principal_piece
CROT,Vesicles,Vesicles
ABCB4,Nucleoplasm,Nucleoplasm
ABCB4,Plasma membrane,Plasma_membrane
ABCB4,Cytosol,Cytosol
ABCB4,Focal adhesion sites,Focal_adhesion_sites
KMT2E,Nucleoplasm,Nucleoplasm
KMT2E,Cytosol,Cytosol
KMT2E,Nuclear bodies,Nuclear_bodies
RHBDD2,Golgi apparatus,Golgi_apparatus
SOX8,Nucleoplasm,Nucleoplasm
IBTK,Nucleoplasm,Nucleoplasm
IBTK,Cytosol,Cytosol
ZNF195,Nucleoplasm,Nucleoplasm
ZNF195,Cytosol,Cytosol
MYCBP2,Nucleoplasm,Nucleoplasm
MYCBP2,Cytosol,Cytosol
MYCBP2,Vesicles,Vesicles
FBXL3,Nuclear bodies,Nuclear_bodies
PDK2,Mitochondria,Mitochondria
PDK2,Nucleoplasm,Nucleoplasm
ITGA3,Plasma membrane,Plasma_membrane
ZFX,Nucleoplasm,Nucleoplasm
ZFX,Nucleoli,Nucleoli
LAMP2,Endoplasmic reticulum,Endoplasmic_reticulum
LAMP2,Plasma membrane,Plasma_membrane
LAMP2,Vesicles,Vesicles
ITGA2B,Plasma membrane,Plasma_membrane
GDE1,Vesicles,Vesicles
GDE1,Nucleoplasm,Nucleoplasm
GDE1,Plasma membrane,Plasma_membrane
REX1BD,Vesicles,Vesicles
OSBPL7,Cytosol,Cytosol
OSBPL7,Nucleoplasm,Nucleoplasm
OSBPL7,Plasma membrane,Plasma_membrane
TMEM98,Nucleoplasm,Nucleoplasm
KRT33A,Cytosol,Cytosol
KRT33A,End piece,End_piece
KRT33A,Principal piece,Principal_piece
KRT33A,Equatorial segment,Equatorial_segment
KRT33A,Mid piece,Mid_piece
MAP3K14,Cytosol,Cytosol
MAP3K14,Vesicles,Vesicles
MAP3K14,Nucleoli fibrillar center,Nucleoli_fibrillar_center
MAP3K14,Nucleoplasm,Nucleoplasm
ABCC8,Golgi apparatus,Golgi_apparatus
ABCC8,Nucleoli,Nucleoli
ABCC8,Cytosol,Cytosol
ABCC8,Principal piece,Principal_piece
TMEM132A,Mitochondria,Mitochondria
AP2B1,Vesicles,Vesicles
ZNF263,Cytosol,Cytosol
ZNF263,Mitotic spindle,Mitotic_spindle
ZNF263,Nucleoplasm,Nucleoplasm
CX3CL1,Plasma membrane,Plasma_membrane
CX3CL1,Predicted to be secreted,Predicted_to_be_secreted
SPATA20,Principal piece,Principal_piece
SPATA20,Predicted to be secreted,Predicted_to_be_secreted
CACNA1G,Acrosome,Acrosome
CACNA1G,Equatorial segment,Equatorial_segment
CACNA1G,Nucleoplasm,Nucleoplasm
CACNA1G,Perinuclear theca,Perinuclear_theca
CACNA1G,Cytosol,Cytosol
CACNA1G,Nuclear bodies,Nuclear_bodies
TNFRSF12A,Cytosol,Cytosol
TNFRSF12A,Plasma membrane,Plasma_membrane
DLX6,Nuclear bodies,Nuclear_bodies
MAP3K9,Nucleoli,Nucleoli
MAP3K9,Nucleoplasm,Nucleoplasm
RALA,Plasma membrane,Plasma_membrane
RALA,Focal adhesion sites,Focal_adhesion_sites
BAIAP2L1,Plasma membrane,Plasma_membrane
BAIAP2L1,Cytosol,Cytosol
KDM7A,Nucleoplasm,Nucleoplasm
KDM7A,Nucleoli,Nucleoli
ETV1,Nucleoplasm,Nucleoplasm
AGK,Mitochondria,Mitochondria
AGK,Vesicles,Vesicles
PHTF2,Nucleoplasm,Nucleoplasm
PHTF2,Cytosol,Cytosol
FARP2,Cytosol,Cytosol
USH1C,Cytosol,Cytosol
DBF4,Nuclear bodies,Nuclear_bodies
DBF4,Nucleoplasm,Nucleoplasm
TBXA2R,Plasma membrane,Plasma_membrane
TBXA2R,Nuclear speckles,Nuclear_speckles
IFRD1,Plasma membrane,Plasma_membrane
IFRD1,Cytosol,Cytosol
IFRD1,Endoplasmic reticulum,Endoplasmic_reticulum
LGALS14,Nucleoplasm,Nucleoplasm
COX10,Mitochondria,Mitochondria
COX10,Cytosol,Cytosol
COX10,Nucleoli,Nucleoli
GTF2IRD1,Nucleoplasm,Nucleoplasm
GTF2IRD1,Cytosol,Cytosol
PAF1,Nucleoplasm,Nucleoplasm
PAF1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
PAF1,Vesicles,Vesicles
ELAC2,Nucleoplasm,Nucleoplasm
SCIN,Plasma membrane,Plasma_membrane
SCIN,Cytosol,Cytosol
ARSD,Lipid droplets,Lipid_droplets
ARSD,Vesicles,Vesicles
CDKL3,Nucleoplasm,Nucleoplasm
CDKL3,Vesicles,Vesicles
UPP2,Nucleoplasm,Nucleoplasm
UPP2,Mitochondria,Mitochondria
UPP2,Vesicles,Vesicles
PRSS21,Cytosol,Cytosol
PRSS21,Mid piece,Mid_piece
PRSS21,Principal piece,Principal_piece
MARK4,Cytosol,Cytosol
PROM1,Plasma membrane,Plasma_membrane
CCDC124,Cytosol,Cytosol
CCDC124,Plasma membrane,Plasma_membrane
PAFAH1B1,Centrosome,Centrosome
PAFAH1B1,Mid piece,Mid_piece
DNAH9,End piece,End_piece
DNAH9,Flagellar centriole,Flagellar_centriole
DNAH9,Cytosol,Cytosol
BLTP2,Cytosol,Cytosol
BLTP2,Nuclear speckles,Nuclear_speckles
GAS7,Plasma membrane,Plasma_membrane
GAS7,Actin filaments,Actin_filaments
GAS7,Focal adhesion sites,Focal_adhesion_sites
MATK,Microtubules,Microtubules
MATK,Centriolar satellite,Centriolar_satellite
MATK,Cytokinetic bridge,Cytokinetic_bridge
MATK,Cytosol,Cytosol
MATK,Mitotic spindle,Mitotic_spindle
CEACAM7,Plasma membrane,Plasma_membrane
CEACAM7,Cytosol,Cytosol
CD79B,Plasma membrane,Plasma_membrane
CD79B,Cytosol,Cytosol
CD79B,Nucleoplasm,Nucleoplasm
SCN4A,Golgi apparatus,Golgi_apparatus
ST7L,Centrosome,Centrosome
TKTL1,Cytosol,Cytosol
PAX6,Nucleoplasm,Nucleoplasm
RPUSD1,Golgi apparatus,Golgi_apparatus
RPUSD1,Cell Junctions,Cell_Junctions
RPUSD1,Cytosol,Cytosol
RPUSD1,Nucleoplasm,Nucleoplasm
RHBDF1,Vesicles,Vesicles
LUC7L,Nucleoplasm,Nucleoplasm
LUC7L,Mitochondria,Mitochondria
CACNA2D2,Cytosol,Cytosol
CACNA2D2,Flagellar centriole,Flagellar_centriole
CACNA2D2,Mid piece,Mid_piece
CACNA2D2,Plasma membrane,Plasma_membrane
TSR3,Cytosol,Cytosol
TSR3,Golgi apparatus,Golgi_apparatus
PIGQ,Golgi apparatus,Golgi_apparatus
PIGQ,Vesicles,Vesicles
PIGQ,Nucleoplasm,Nucleoplasm
CRAMP1,Nucleoplasm,Nucleoplasm
CRAMP1,Cytosol,Cytosol
CRAMP1,Nucleoli,Nucleoli
DNAJC11,Mitochondria,Mitochondria
PSMB1,Nucleoplasm,Nucleoplasm
JARID2,Mitochondria,Mitochondria
JARID2,Nucleoplasm,Nucleoplasm
CDKL5,Nucleoplasm,Nucleoplasm
CAMK1G,Cytosol,Cytosol
CAMK1G,Nucleoplasm,Nucleoplasm
CAMK1G,Basal body,Basal_body
CAMK1G,Primary cilium,Primary_cilium
CDK11A,Nuclear speckles,Nuclear_speckles
CDK11A,Cytosol,Cytosol
NADK,Nucleoplasm,Nucleoplasm
NADK,Cytosol,Cytosol
TFAP2B,Nucleoplasm,Nucleoplasm
TFAP2D,Nucleoplasm,Nucleoplasm
TFAP2D,Golgi apparatus,Golgi_apparatus
TFAP2D,Vesicles,Vesicles
DLEC1,Cytosol,Cytosol
CYTH3,Cytosol,Cytosol
CYTH3,Nucleoplasm,Nucleoplasm
ADAM22,Cell Junctions,Cell_Junctions
SPAG9,Centriolar satellite,Centriolar_satellite
SPAG9,Cytosol,Cytosol
AASS,Mitochondria,Mitochondria
AASS,Nucleoplasm,Nucleoplasm
AASS,Vesicles,Vesicles
PLEKHG6,Cell Junctions,Cell_Junctions
PLEKHG6,Centrosome,Centrosome
SS18L2,Mitochondria,Mitochondria
SS18L2,Nucleoli,Nucleoli
SS18L2,Nucleoplasm,Nucleoplasm
MPND,Nucleoli rim,Nucleoli_rim
MPND,Nucleoplasm,Nucleoplasm
MGST1,Mitochondria,Mitochondria
MGST1,Endoplasmic reticulum,Endoplasmic_reticulum
CRY1,Microtubules,Microtubules
CRY1,Nuclear membrane,Nuclear_membrane
CRY1,Nucleoplasm,Nucleoplasm
PGLYRP1,Vesicles,Vesicles
PGLYRP1,Cytosol,Cytosol
PGLYRP1,Nucleoplasm,Nucleoplasm
PGLYRP1,Predicted to be secreted,Predicted_to_be_secreted
NFIX,Nucleoplasm,Nucleoplasm
MMP25,Plasma membrane,Plasma_membrane
MMP25,Predicted to be secreted,Predicted_to_be_secreted
RHOBTB2,Plasma membrane,Plasma_membrane
HEATR5B,Golgi apparatus,Golgi_apparatus
HEATR5B,Vesicles,Vesicles
HEATR5B,Cytosol,Cytosol
HEATR5B,Nucleoplasm,Nucleoplasm
SEC62,Endoplasmic reticulum,Endoplasmic_reticulum
SEC62,Intermediate filaments,Intermediate_filaments
RPS20,Cytosol,Cytosol
RPS20,Endoplasmic reticulum,Endoplasmic_reticulum
CSDE1,Cytosol,Cytosol
CSDE1,Endoplasmic reticulum,Endoplasmic_reticulum
CSDE1,Golgi apparatus,Golgi_apparatus
CSDE1,Plasma membrane,Plasma_membrane
UBE3C,Cytosol,Cytosol
UBE3C,Lipid droplets,Lipid_droplets
UBE3C,Vesicles,Vesicles
REV3L,Nucleoplasm,Nucleoplasm
TENM1,Nucleoplasm,Nucleoplasm
TENM1,Plasma membrane,Plasma_membrane
MASP2,Golgi apparatus,Golgi_apparatus
MASP2,Predicted to be secreted,Predicted_to_be_secreted
IYD,Plasma membrane,Plasma_membrane
FAM76A,Cytosol,Cytosol
FAM76A,Nucleoplasm,Nucleoplasm
TRAF3IP3,Vesicles,Vesicles
POMT2,Nucleoplasm,Nucleoplasm
POMT2,Cytosol,Cytosol
POMT2,Nucleoli,Nucleoli
VTA1,Cytosol,Cytosol
VTA1,Nucleoplasm,Nucleoplasm
VTA1,Vesicles,Vesicles
MLXIPL,Nucleoplasm,Nucleoplasm
BAZ1B,Nucleoplasm,Nucleoplasm
RANBP9,Nucleoplasm,Nucleoplasm
RANBP9,Cytosol,Cytosol
RANBP9,Nuclear bodies,Nuclear_bodies
ETV7,Nucleoplasm,Nucleoplasm
SPRTN,Nucleoplasm,Nucleoplasm
METTL13,Cytosol,Cytosol
DYRK4,Vesicles,Vesicles
ZNF207,Nucleoplasm,Nucleoplasm
UQCRC1,Mitochondria,Mitochondria
STARD3NL,Vesicles,Vesicles
CD9,Plasma membrane,Plasma_membrane
NCAPD2,Cytosol,Cytosol
NCAPD2,Nucleoplasm,Nucleoplasm
NCAPD2,Basal body,Basal_body
NCAPD2,Centriolar satellite,Centriolar_satellite
NCAPD2,Nucleoli,Nucleoli
NCAPD2,Primary cilium,Primary_cilium
GIPR,Vesicles,Vesicles
PHF7,Nuclear speckles,Nuclear_speckles
PHF7,Nucleoplasm,Nucleoplasm
PHF7,Golgi apparatus,Golgi_apparatus
NISCH,Cytosol,Cytosol
NISCH,Nucleoplasm,Nucleoplasm
NISCH,Cytokinetic bridge,Cytokinetic_bridge
NISCH,Microtubules,Microtubules
NISCH,Vesicles,Vesicles
STAB1,Cytosol,Cytosol
STAB1,Nucleoplasm,Nucleoplasm
STAB1,Plasma membrane,Plasma_membrane
FUZ,Cytosol,Cytosol
SLC6A13,Mitochondria,Mitochondria
SLC6A13,Cytosol,Cytosol
SLC6A13,Nucleoli,Nucleoli
SLC6A13,Nucleoplasm,Nucleoplasm
PRSS3,Vesicles,Vesicles
PRSS3,Endoplasmic reticulum,Endoplasmic_reticulum
PRSS3,Predicted to be secreted,Predicted_to_be_secreted
ZNF200,Mitochondria,Mitochondria
CD4,Plasma membrane,Plasma_membrane
LRRC23,Nucleoli,Nucleoli
LRRC23,Nucleoli rim,Nucleoli_rim
BTK,Cytosol,Cytosol
BTK,Plasma membrane,Plasma_membrane
HFE,Plasma membrane,Plasma_membrane
HFE,Nucleoplasm,Nucleoplasm
SCMH1,Nucleoplasm,Nucleoplasm
SCMH1,Cytosol,Cytosol
SCMH1,Nuclear bodies,Nuclear_bodies
FYN,Plasma membrane,Plasma_membrane
FYN,Cytosol,Cytosol
HIVEP2,Nucleoplasm,Nucleoplasm
ELOA,Nuclear speckles,Nuclear_speckles
ELOA,Cytosol,Cytosol
LYPLA2,Cytosol,Cytosol
LYPLA2,Nucleoplasm,Nucleoplasm
CLCN6,Cytosol,Cytosol
CLCN6,Plasma membrane,Plasma_membrane
NME1-NME2,Cytosol,Cytosol
SLC6A7,Cytosol,Cytosol
SLC6A7,Plasma membrane,Plasma_membrane
TSPAN9,Golgi apparatus,Golgi_apparatus
TSPAN9,Nucleoplasm,Nucleoplasm
TSPAN9,Cytosol,Cytosol
BTBD7,Focal adhesion sites,Focal_adhesion_sites
APBA3,Vesicles,Vesicles
MKS1,Basal body,Basal_body
MKS1,Nucleoli,Nucleoli
MKS1,Nucleoplasm,Nucleoplasm
ABHD5,Cytosol,Cytosol
ABHD5,Vesicles,Vesicles
ABHD5,Nucleoplasm,Nucleoplasm
AKAP8L,Nuclear speckles,Nuclear_speckles
MBTD1,Nucleoplasm,Nucleoplasm
MBTD1,Cytosol,Cytosol
UTP18,Nucleoli,Nucleoli
UTP18,Nucleoli rim,Nucleoli_rim
UTP18,Nuclear membrane,Nuclear_membrane
UTP18,Nucleoplasm,Nucleoplasm
RNF216,Cytosol,Cytosol
RNF216,Nucleoplasm,Nucleoplasm
TTC19,Mitochondria,Mitochondria
PTBP1,Nucleoplasm,Nucleoplasm
DPF1,Cytosol,Cytosol
DPF1,Nucleoplasm,Nucleoplasm
DPF1,Mitochondria,Mitochondria
LARS2,Mitochondria,Mitochondria
PIK3C2A,Nucleoplasm,Nucleoplasm
PIK3C2A,Cytosol,Cytosol
PIK3C2A,Vesicles,Vesicles
PLAUR,Plasma membrane,Plasma_membrane
ANLN,Nucleoplasm,Nucleoplasm
ANLN,Midbody,Midbody
WIZ,Nucleoplasm,Nucleoplasm
RABGAP1,Cytosol,Cytosol
QPCTL,Golgi apparatus,Golgi_apparatus
PPP5C,Cytosol,Cytosol
PPP5C,Vesicles,Vesicles
CEP68,Centriolar satellite,Centriolar_satellite
CEP68,Nucleoplasm,Nucleoplasm
CEP68,Basal body,Basal_body
CEP68,Cell Junctions,Cell_Junctions
CEP68,Cytosol,Cytosol
MAP4K3,Centriolar satellite,Centriolar_satellite
TYROBP,Plasma membrane,Plasma_membrane
LDAF1,Vesicles,Vesicles
GABRA3,Plasma membrane,Plasma_membrane
GABRA3,Nucleoplasm,Nucleoplasm
BRCA1,Nuclear bodies,Nuclear_bodies
BRCA1,Nucleoplasm,Nucleoplasm
ERCC1,Nucleoplasm,Nucleoplasm
MBTPS2,Cytosol,Cytosol
MBTPS2,Mitochondria,Mitochondria
MBTPS2,Nucleoplasm,Nucleoplasm
NR1H4,Nuclear speckles,Nuclear_speckles
NR1H4,Nucleoplasm,Nucleoplasm
NR1H4,Cytosol,Cytosol
NR1H4,Primary cilium tip,Primary_cilium_tip
ELOVL5,Endoplasmic reticulum,Endoplasmic_reticulum
ALOX5,Nucleoplasm,Nucleoplasm
KDM5D,Nucleoli fibrillar center,Nucleoli_fibrillar_center
CALCOCO1,Cytosol,Cytosol
UBR7,Nucleoplasm,Nucleoplasm
MAP4K5,Cytosol,Cytosol
MAP4K5,Plasma membrane,Plasma_membrane
MAP4K5,Primary cilium,Primary_cilium
EHD3,Plasma membrane,Plasma_membrane
EHD3,Primary cilium,Primary_cilium
EHD3,Primary cilium transition zone,Primary_cilium_transition_zone
PSMC4,Cytosol,Cytosol
PSMC4,Nucleoplasm,Nucleoplasm
PSMC4,Basal body,Basal_body
PSMC4,Mid piece,Mid_piece
PSMC4,Principal piece,Principal_piece
PSMC4,Vesicles,Vesicles
SLC7A14,Cytosol,Cytosol
SLC7A14,Vesicles,Vesicles
SLC7A14,Nucleoplasm,Nucleoplasm
SLC7A14,Plasma membrane,Plasma_membrane
CLDN11,Cell Junctions,Cell_Junctions
CLDN11,Lipid droplets,Lipid_droplets
MVP,Cytosol,Cytosol
NUB1,Nucleoli,Nucleoli
NUB1,Nucleoplasm,Nucleoplasm
PGM3,Cytosol,Cytosol
PGM3,Nucleoplasm,Nucleoplasm
RWDD2A,Vesicles,Vesicles
CLK1,Nuclear membrane,Nuclear_membrane
CLK1,Nucleoplasm,Nucleoplasm
POLR3B,Nuclear speckles,Nuclear_speckles
ANGEL1,Nucleoplasm,Nucleoplasm
RNF14,Nucleoplasm,Nucleoplasm
RNF14,Cytosol,Cytosol
DDX11,Nucleoplasm,Nucleoplasm
DDX11,Nucleoli,Nucleoli
HEBP1,Vesicles,Vesicles
HEBP1,Nucleoplasm,Nucleoplasm
GPRC5A,Vesicles,Vesicles
GPRC5A,Plasma membrane,Plasma_membrane
GPRC5A,Primary cilium,Primary_cilium
GPRC5A,Primary cilium tip,Primary_cilium_tip
MAMLD1,Nucleoplasm,Nucleoplasm
MAMLD1,Centrosome,Centrosome
MAMLD1,Golgi apparatus,Golgi_apparatus
MAMLD1,Nuclear bodies,Nuclear_bodies
TACC3,Centriolar satellite,Centriolar_satellite
TACC3,Cytosol,Cytosol
TACC3,Basal body,Basal_body
TACC3,Golgi apparatus,Golgi_apparatus
TACC3,Mitotic spindle,Mitotic_spindle
UFL1,Endoplasmic reticulum,Endoplasmic_reticulum
POLA2,Nucleoplasm,Nucleoplasm
POLA2,Basal body,Basal_body
POLA2,Cytosol,Cytosol
ZC3H3,Nucleoplasm,Nucleoplasm
CAPN1,Cytosol,Cytosol
MDH1,Centrosome,Centrosome
MDH1,Cytosol,Cytosol
SLC30A9,Mitochondria,Mitochondria
SLC30A9,Cytosol,Cytosol
MTMR11,Centrosome,Centrosome
COX15,Mitochondria,Mitochondria
COX15,Nucleoplasm,Nucleoplasm
CCDC88C,Cell Junctions,Cell_Junctions
YAF2,Nucleoplasm,Nucleoplasm
ZMYND11,Nucleoplasm,Nucleoplasm
WAS,Plasma membrane,Plasma_membrane
WAS,Cytosol,Cytosol
DPEP1,Cell Junctions,Cell_Junctions
DPEP1,Nucleoplasm,Nucleoplasm
BID,Cytosol,Cytosol
BID,Mitochondria,Mitochondria
MATR3,Nucleoplasm,Nucleoplasm
RGPD5,Nuclear membrane,Nuclear_membrane
RGPD5,Vesicles,Vesicles
STMN4,Golgi apparatus,Golgi_apparatus
STMN4,Vesicles,Vesicles
NUDCD3,Cytosol,Cytosol
NUDCD3,Plasma membrane,Plasma_membrane
NUDCD3,Primary cilium,Primary_cilium
NUDCD3,Primary cilium tip,Primary_cilium_tip
NUDCD3,Principal piece,Principal_piece
ISL1,Nucleoplasm,Nucleoplasm
ISL1,Mitochondria,Mitochondria
ISL1,Nuclear speckles,Nuclear_speckles
CHDH,Mitochondria,Mitochondria
CHDH,Nucleoli,Nucleoli
IL20RA,Cytosol,Cytosol
CLCA4,Plasma membrane,Plasma_membrane
CLCA4,Aggresome,Aggresome
CLCA4,Nucleoplasm,Nucleoplasm
GLT8D1,Golgi apparatus,Golgi_apparatus
GLT8D1,Centrosome,Centrosome
ATP2C1,Golgi apparatus,Golgi_apparatus
SLC38A5,Plasma membrane,Plasma_membrane
SLC38A5,Vesicles,Vesicles
SLC38A5,Cytosol,Cytosol
RALBP1,Nucleoplasm,Nucleoplasm
RALBP1,Plasma membrane,Plasma_membrane
RALBP1,Nuclear bodies,Nuclear_bodies
RUFY3,Cytosol,Cytosol
SLC11A1,Mitochondria,Mitochondria
SLC11A1,Nucleoli,Nucleoli
WWTR1,Nuclear bodies,Nuclear_bodies
WWTR1,Nucleoplasm,Nucleoplasm
WWTR1,Cytosol,Cytosol
AGPS,Peroxisomes,Peroxisomes
STEEP1,Nucleoplasm,Nucleoplasm
STEEP1,Centrosome,Centrosome
TTC27,Mitochondria,Mitochondria
TTC27,Nucleoli,Nucleoli
ZNF582,Cytosol,Cytosol
ZNF582,Nucleoplasm,Nucleoplasm
VSIG2,Nucleoplasm,Nucleoplasm
PHLDB1,Cytosol,Cytosol
PHLDB1,Vesicles,Vesicles
PHLDB1,Cytokinetic bridge,Cytokinetic_bridge
PHLDB1,Nucleoplasm,Nucleoplasm
PHLDB1,Plasma membrane,Plasma_membrane
MARCO,Golgi apparatus,Golgi_apparatus
MARCO,Vesicles,Vesicles
CYP24A1,Mitochondria,Mitochondria
SYT13,Vesicles,Vesicles
SNAI2,Nucleoplasm,Nucleoplasm
SNAI2,Cytosol,Cytosol
